pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SI,2024-09-30,90.1,2.66,5.67,"Olson, Matt",621566,664192,,foul,NA,NA,NA,NA,12,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,S,NA,,3,2,2024,1.08,0.67,1.06,2.85,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-6.24477166433891,-131.154147040403,-2.53759679638504,13.6840654025874,24.4443238610764,-24.1307612313565,3.41,1.68,252,71.8,42,90.6,2123,6.3,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.18,NA,NA,NA,NA,NA,NA,NA,44,8,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,139,0,0,77.70501,7.30417
SI,2024-09-30,94.2,-2.18,5.83,"Urshela, Gio",570482,656731,single,hit_into_play,NA,NA,NA,NA,7,Gio Urshela singles on a line drive to center fielder Harrison Bader.,R,R,R,ATL,NYM,X,8,line_drive,1,0,2024,-1.24,0.69,-0.42,2.09,NA,NA,NA,2,6,Bot,141.29,91.99,NA,NA,682626,NA,NA,7.49882205192552,-137.019658007949,-5.67823771723206,-17.2015338029945,28.7914133342123,-22.4658942846575,3.36,1.58,252,78.1,23,96.7,2046,7.6,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,52.89,0.757,0.695,0.9,1,1,0,4,47,2,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,220,0.004,0.113,75.9935,7.14271
SI,2024-09-30,90.2,2.5,5.66,"Olson, Matt",621566,664192,,foul,NA,NA,NA,NA,14,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,S,NA,,3,2,2024,1.3,0.48,0.9,1.72,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-6.72891985762506,-131.174960379853,-4.89146256047045,16.3597239366597,25.5855188197134,-25.8210083376543,3.41,1.68,3,88.2,-28,90.5,2099,6.4,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.15,NA,NA,NA,NA,NA,NA,NA,44,7,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard,145,0,0,73.93409,7.78343
CU,2024-09-30,74.3,2.56,6.15,"Olson, Matt",621566,664192,,ball,NA,NA,NA,NA,13,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,B,NA,,2,2,2024,-0.26,-0.07,-0.64,-0.36,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-6.062733100817,-108.129562222834,-6.13427661553498,-1.24165047749596,14.6014130164961,-32.0047297605574,3.29,1.7,NA,NA,NA,74.7,1957,6.1,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.41,NA,NA,NA,NA,NA,NA,NA,44,6,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,1,0,0.095,NA,NA
SL,2024-09-30,84.7,-2.25,5.88,"Urshela, Gio",570482,656731,,ball,NA,NA,NA,NA,11,Gio Urshela singles on a line drive to center fielder Harrison Bader.,R,R,R,ATL,NYM,B,NA,,0,0,2024,0.27,-0.05,-1.26,3.29,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,682626,NA,NA,1.79538837301753,-123.448422372784,0.395387379272308,2.44091035407431,23.3803705161193,-32.9977788056398,3.31,1.62,NA,NA,NA,86.5,2100,7.2,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.25,NA,NA,NA,NA,NA,NA,NA,47,1,Slider,3,0,3,0,0,3,3,0,Standard,Standard,86,0,0.015,NA,NA
SI,2024-09-30,90,2.79,5.64,"Olson, Matt",621566,664192,,foul,NA,NA,NA,NA,6,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,S,NA,,2,2,2024,0.95,0.55,0.56,2.61,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-7.55295685204319,-130.965391100282,-2.76290813227867,12.4812996869389,25.1730790577467,-25.4463136752766,3.41,1.68,209,67.7,32,90.3,2232,6.3,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.22,NA,NA,NA,NA,NA,NA,NA,44,5,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard,139,0,0,73.57104,5.93597
FF,2024-09-30,96.8,-2.18,5.89,"d'Arnaud, Travis",518595,656731,strikeout,swinging_strike,NA,NA,NA,NA,11,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,2,,2,2,2024,-0.46,1.34,-0.38,3.69,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,5.96334779841504,-140.955037582039,-3.43784294028226,-7.50113954680613,31.6134898880091,-13.7789375872851,3.43,1.54,NA,NA,NA,98.7,2169,7.3,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.23,NA,0,0,1,0,0,NA,46,9,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,211,-0.006,-0.142,65.84466,6.64723
FC,2024-09-30,89.5,2.1,6.16,"Olson, Matt",621566,664192,,ball,NA,NA,NA,NA,11,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,B,NA,,1,2,2024,0.19,1.15,-0.79,3.51,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-7.54618998262396,-130.26320166925,-3.03099919901833,3.59073164145956,24.6475917925154,-18.5370859185957,3.39,1.75,NA,NA,NA,90,2239,6.3,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.16,NA,NA,NA,NA,NA,NA,NA,44,4,Cutter,1,0,1,0,0,1,1,0,Strategic,Standard,151,0,0.036,NA,NA
FF,2024-09-30,97.6,-2.14,5.92,"d'Arnaud, Travis",518595,656731,,foul,NA,NA,NA,NA,1,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,NA,,2,2,2024,-0.63,1.34,-0.71,3.32,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,5.40327164861797,-141.975818636591,-4.65148061001461,-9.69495586827935,32.1854015044889,-13.1944125132146,3.43,1.54,128,86.7,79,99.6,2268,7.4,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.11,NA,NA,NA,NA,NA,NA,NA,46,8,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,216,0,0,67.12639,7.15382
FC,2024-09-30,89.5,2.29,6.02,"Olson, Matt",621566,664192,,foul,NA,NA,NA,NA,5,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,S,NA,,1,1,2024,0.3,1.21,0.17,2.66,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-5.86588791738035,-130.283520946456,-4.89375661068775,4.53265612791006,25.4582600172513,-17.4985558568356,3.41,1.68,106,90.8,75,89.8,2177,6.3,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.21,NA,NA,NA,NA,NA,NA,NA,44,3,Cutter,1,0,1,0,0,1,1,0,Strategic,Standard,150,0,-0.05,78.63506,7.15428
SL,2024-09-30,86.2,-2.2,5.78,"d'Arnaud, Travis",518595,656731,,ball,NA,NA,NA,NA,14,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,B,NA,,1,2,2024,0.29,-0.1,0.49,0.85,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,5.92932495118301,-125.388891517567,-5.36691333271617,1.8204253181136,25.3893541574814,-32.3772297305657,3.29,1.49,NA,NA,NA,88.1,2341,7.5,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,52.99,NA,NA,NA,NA,NA,NA,NA,46,7,Slider,3,0,3,0,0,3,3,0,Standard,Standard,83,0,0.027,NA,NA
SL,2024-09-30,86.4,-2.29,5.85,"d'Arnaud, Travis",518595,656731,,ball,NA,NA,NA,NA,14,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,B,NA,,0,2,2024,0.29,-0.56,0.89,0.31,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,7.10484084963197,-125.518924587275,-5.90855307652638,1.639656298381,25.9891178165012,-37.0874650595481,3.38,1.49,NA,NA,NA,87.9,2425,7.4,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.13,NA,NA,NA,NA,NA,NA,NA,46,6,Slider,3,0,3,0,0,3,3,0,Standard,Standard,61,0,0.013,NA,NA
CU,2024-09-30,77.5,2.4,6.28,"Olson, Matt",621566,664192,,ball,NA,NA,NA,NA,13,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,B,NA,,0,1,2024,-0.08,0.01,-0.05,0.77,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-5.07987613271995,-112.952060481001,-5.07113679283916,-0.0364293727277149,13.8262120399658,-31.6202730411507,3.45,1.75,NA,NA,NA,78.2,2012,6,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.52,NA,NA,NA,NA,NA,NA,NA,44,2,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,29,0,0.023,NA,NA
SI,2024-09-30,95.3,-2.02,5.9,"d'Arnaud, Travis",518595,656731,,foul,NA,NA,NA,NA,13,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,NA,,0,2,2024,-1.11,0.57,-1.11,2.48,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,4.99160172285537,-138.731288109958,-4.74331760591451,-15.4396967388601,29.8542088344456,-23.9151547997746,3.43,1.54,NA,NA,NA,97.5,2162,7.4,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.07,NA,NA,NA,NA,NA,NA,NA,46,5,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,219,0,0,68.80571,6.63652
SL,2024-09-30,89.1,-2.3,5.48,"Taylor, Tyrone",621438,680885,double,hit_into_play,NA,NA,NA,NA,5,Tyrone Taylor doubles (22) on a sharp line drive to center fielder Michael Harris II.,R,R,R,ATL,NYM,X,8,line_drive,3,2,2024,0.17,0.02,0.06,2.56,NA,NA,NA,0,8,Top,87.32,53.1,NA,NA,518595,NA,NA,5.50530773117794,-129.850211733264,-1.25803547776813,0.888330872112813,24.6614495792756,-31.8493888018613,3.38,1.63,373,107.2,16,90.6,2442,6.9,747139,680885,518595,621566,645277,570482,606115,657656,671739,642201,53.56,0.643,0.7,1.25,1,1,1,5,56,11,Slider,3,0,0,3,0,3,0,3,Standard,Standard,82,-0.053,0.551,71.3562,7.09462
SI,2024-09-30,88.7,2.79,5.76,"Olson, Matt",621566,664192,,foul,NA,NA,NA,NA,3,Matt Olson strikes out swinging.,R,L,L,ATL,NYM,S,NA,,0,0,2024,1,0.61,0.56,2.97,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,620443,NA,NA,-7.52869544402336,-129.072452205713,-2.06073843576194,12.7358051464719,24.711014347012,-25.1383222723197,3.41,1.68,NA,NA,NA,88.8,2242,6.2,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.31,NA,NA,NA,NA,NA,NA,NA,44,1,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard,140,0,-0.033,76.03268,7.27676
CU,2024-09-30,83.5,-2.4,5.27,"Taylor, Tyrone",621438,680885,,foul,NA,NA,NA,NA,7,Tyrone Taylor doubles (22) on a sharp line drive to center fielder Michael Harris II.,R,R,R,ATL,NYM,S,NA,,3,2,2024,0.48,-0.72,-0.35,1.92,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518595,NA,NA,3.82327357079655,-121.708043871755,0.0737327341390264,4.07194467874617,22.165614271415,-39.5388377712812,3.38,1.63,162,93.1,11,84.8,2389,6.9,747139,680885,518595,621566,645277,570482,606115,657656,671739,642201,53.64,NA,NA,NA,NA,NA,NA,NA,56,10,Curveball,3,0,0,3,0,3,0,3,Standard,Standard,46,0,0,77.36653,7.97747
SI,2024-09-30,96.1,-2.15,5.76,"d'Arnaud, Travis",518595,656731,,foul,NA,NA,NA,NA,13,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,NA,,0,2,2024,-1.27,0.62,-0.38,1.41,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,7.73635247799571,-139.66486596455,-7.50250877046484,-18.3608354404661,30.2937915700779,-22.5374524496717,3.43,1.54,2,75,-42,98.3,2202,7.5,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.01,NA,NA,NA,NA,NA,NA,NA,46,4,Sinker,3,0,3,0,0,3,3,0,Standard,Standard,221,0,0,63.18002,8.01617
FC,2024-09-30,89,2.22,6.11,"Ozuna, Marcell",542303,664192,field_out,hit_into_play,NA,NA,NA,NA,4,"Marcell Ozuna grounds out, third baseman Jose Iglesias to first baseman Pete Alonso.",R,R,L,ATL,NYM,X,5,ground_ball,1,0,2024,0.19,1.26,-0.48,2.84,NA,NA,NA,2,5,Bot,89.69,145.36,NA,NA,620443,NA,NA,-7.00918216353659,-129.572438626917,-4.69678061474846,3.43936635749178,24.2838695659582,-17.1942718217467,3.5,1.73,6,84.8,-24,89.4,2183,6.3,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.2,0.071,0.062,0,1,0,0,2,38,2,Cutter,1,0,1,0,0,1,1,0,Standard,Standard,151,-0.01,-0.114,73.60422,6.77196
CU,2024-09-30,76.2,2.6,6.34,"Ozuna, Marcell",542303,664192,,ball,NA,NA,NA,NA,12,"Marcell Ozuna grounds out, third baseman Jose Iglesias to first baseman Pete Alonso.",R,R,L,ATL,NYM,B,NA,,0,0,2024,-0.08,0.05,1.8,3.19,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,620443,NA,NA,-1.54312260022374,-111.358102958813,0.00838930681912764,-0.487405053539895,11.667102849011,-31.8758648071545,3.43,1.64,NA,NA,NA,77.2,1876,5.9,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.6,NA,NA,NA,NA,NA,NA,NA,38,1,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,2,0,0.015,NA,NA
FC,2024-09-30,94.7,-2.42,5.62,"Taylor, Tyrone",621438,680885,,foul,NA,NA,NA,NA,4,Tyrone Taylor doubles (22) on a sharp line drive to center fielder Michael Harris II.,R,R,R,ATL,NYM,S,NA,,3,2,2024,0.05,0.93,-0.83,2.4,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518595,NA,NA,4.06779053849765,-137.853636538345,-4.88120736723662,-0.216698012648887,28.6549482631347,-19.4685614311029,3.38,1.63,62,100,2,95.8,2231,6.7,747139,680885,518595,621566,645277,570482,606115,657656,671739,642201,53.75,NA,NA,NA,NA,NA,NA,NA,56,9,Cutter,3,0,0,3,0,3,0,3,Standard,Standard,204,0,0,71.48348,7.53161
FF,2024-09-30,96.7,-2.18,5.98,"d'Arnaud, Travis",518595,656731,,foul,NA,NA,NA,NA,2,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,NA,,0,2,2024,-0.52,1.33,0.14,2.98,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,7.54446321980923,-140.621565566577,-5.5646089806616,-8.67350457571263,32.5764435646985,-13.4628185280862,3.43,1.54,308,91.9,35,98.6,2274,7.4,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,53.08,NA,NA,NA,NA,NA,NA,NA,46,3,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,214,0,0,64.11992,7.06797
FC,2024-09-30,94,-2.31,5.65,"Taylor, Tyrone",621438,680885,,foul,NA,NA,NA,NA,2,Tyrone Taylor doubles (22) on a sharp line drive to center fielder Michael Harris II.,R,R,R,ATL,NYM,S,NA,,3,2,2024,0.15,0.99,0.2,2.97,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518595,NA,NA,6.27081474186647,-136.872040999123,-3.55364288305637,0.717031063960225,25.1835551750404,-19.0750165647559,3.38,1.63,195,82,58,95.8,2414,6.9,747139,680885,518595,621566,645277,570482,606115,657656,671739,642201,53.59,NA,NA,NA,NA,NA,NA,NA,56,8,Cutter,3,0,0,3,0,3,0,3,Standard,Standard,201,0,0,67.95539,6.89767
SI,2024-09-30,88.5,2.54,5.9,"Albies, Ozzie",645277,664192,field_out,hit_into_play,NA,NA,NA,NA,13,"Ozzie Albies grounds out, third baseman Jose Iglesias to first baseman Pete Alonso.",R,R,L,ATL,NYM,X,5,ground_ball,1,0,2024,1.27,0.58,-0.37,1.13,NA,NA,NA,1,5,Bot,133.82,202.11,NA,NA,620443,NA,NA,-9.68552195789559,-128.445325015761,-6.75254814620339,15.9860116259697,25.2860247073854,-24.5638648857632,3.25,1.52,9,102.9,-7,88.3,2099,6.2,747064,664192,620443,624413,682668,578428,657193,607043,664056,621438,54.27,0.297,0.289,0,1,0,0,2,37,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,136,-0.015,-0.186,71.64627,7.478
FF,2024-09-30,97.2,-2.05,5.93,"d'Arnaud, Travis",518595,656731,,called_strike,NA,NA,NA,NA,6,Travis d'Arnaud strikes out swinging.,R,R,R,ATL,NYM,S,NA,,0,1,2024,-0.57,1.2,0.4,2.33,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,682626,NA,NA,8.07481381960538,-141.202505888385,-7.00031956021745,-9.46622965126241,32.5149796251113,-14.6357542420873,3.43,1.54,NA,NA,NA,99.4,2277,7.6,747139,656731,682626,624413,578428,668901,596019,607043,664056,621438,52.9,NA,NA,NA,NA,NA,NA,NA,46,2,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,216,0,-0.036,NA,NA
FC,2024-09-30,94.4,-2.39,5.62,"Taylor, Tyrone",621438,680885,,ball,NA,NA,NA,NA,11,Tyrone Taylor doubles (22) on a sharp line drive to center fielder Michael Harris II.,R,R,R,ATL,NYM,B,NA,,2,2,2024,-0.04,0.86,-0.89,3.31,NA,NA,NA,0,8,Top,NA,NA,NA,NA,518595,NA,NA,4.03946977969397,-137.617553530188,-2.34207787784452,-1.33419171093746,26.745193331207,-20.8197025904789,3.38,1.58,NA,NA,NA,96,2258,6.8,747139,680885,518595,621566,645277,570482,606115,657656,671739,642201,53.68,NA,NA,NA,NA,NA,NA,NA,56,7,Cutter,3,0,0,3,0,3,0,3,Standard,Standard,202,0,0.095,NA,NA
