pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SL,2024-05-27,84.8,-2.19,5.61,"Miranda, Jose",669304,679525,,called_strike,NA,NA,NA,NA,5,Jose Miranda called out on strikes.,R,R,R,MIN,KC,S,NA,,0,0,2024,0.24,-0.09,-0.23,1.95,NA,NA,666397,2,7,Bot,NA,NA,NA,NA,521692,NA,NA,4.09087259927486,-123.409502576442,-1.96463112101291,1.54051390095212,27.7355869789742,-32.9058915495581,3.06,1.34,NA,NA,NA,84.3,2460,6.3,745904,679525,521692,686469,624428,672580,677951,669004,680118,592669,54.22,NA,NA,NA,NA,NA,NA,NA,52,1,Slider,5,1,5,1,1,5,5,1,Standard,Standard,39,0,-0.042,NA,NA
CH,2024-05-27,85.3,-2.35,5.44,"Abrams, CJ",682928,450203,,ball,NA,NA,NA,NA,11,CJ Abrams out on a sacrifice fly to right fielder Adam Duvall.   Nick Senzel scores.    Jacob Young to 3rd.,R,L,R,ATL,WSH,B,NA,,1,0,2024,-1.34,-0.1,-2.11,3.01,669222,NA,696285,1,6,Top,NA,NA,NA,NA,669221,NA,NA,3.28122349616071,-124.229630404753,0.770806815642946,-14.579086459785,23.8968009989165,-33.6045721742519,3.52,1.58,NA,NA,NA,85.9,2036,6.5,747118,450203,669221,621566,645277,663586,606115,672284,671739,594807,53.95,NA,NA,NA,NA,NA,NA,NA,45,2,Changeup,0,7,7,0,7,0,7,0,Standard,Standard,270,0,0.013,NA,NA
FF,2024-05-27,92.2,1.89,6.22,"Duvall, Adam",594807,680730,,foul,NA,NA,NA,NA,14,Adam Duvall homers (5) on a fly ball to left field.   Matt Olson scores.,R,R,L,ATL,WSH,S,NA,,3,2,2024,0.58,1.46,0.37,1.25,NA,621566,NA,1,7,Bot,NA,NA,NA,NA,660688,NA,NA,-5.19523306902796,-133.986725968104,-10.105761611869,8.12922003649391,27.681671000109,-12.6105233430838,3.43,1.57,230,80.7,55,93.5,2080,7,747118,680730,660688,608336,671277,669222,682928,592696,696285,657041,53.49,NA,NA,NA,NA,NA,NA,NA,57,8,4-Seam Fastball,1,8,1,8,8,1,1,8,Standard,Standard,148,0,0,77.56488712902748,7.9238
FF,2024-05-27,93.5,-2.52,4.78,"Renfroe, Hunter",592669,657746,,foul,NA,NA,NA,NA,7,Hunter Renfroe called out on strikes.,R,R,R,MIN,KC,S,NA,,2,2,2024,-1.13,1.16,-0.55,1.88,NA,NA,NA,2,7,Top,NA,NA,NA,NA,680777,NA,NA,7.63063481137085,-135.951373883046,-4.30078990713952,-15.7476150346895,30.2136915274055,-17.0420055630482,3.46,1.68,151,79.5,74,94.2,2245,6.8,745904,657746,680777,666135,666397,669304,621043,650489,621439,596146,53.72,NA,NA,NA,NA,NA,NA,NA,48,6,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,224,0,0,76.05189070237498,7.98729
FF,2024-05-27,92.5,2.05,6.19,"Duvall, Adam",594807,680730,,ball,NA,NA,NA,NA,14,Adam Duvall homers (5) on a fly ball to left field.   Matt Olson scores.,R,R,L,ATL,WSH,B,NA,,2,2,2024,0.42,1.37,1.47,1.53,NA,621566,NA,1,7,Bot,NA,NA,NA,NA,660688,NA,NA,-2.4124499351882,-134.504479959204,-9.19806038794317,5.59078119718244,26.417061961483,-13.8306255818526,3.49,1.55,NA,NA,NA,94,2048,7,747118,680730,660688,608336,671277,669222,682928,592696,696285,657041,53.53,NA,NA,NA,NA,NA,NA,NA,57,7,4-Seam Fastball,1,8,1,8,8,1,1,8,Standard,Standard,150,0,0.108,NA,NA
FF,2024-05-27,93.8,-1.92,5.63,"Julien, Edouard",666397,679525,single,hit_into_play,NA,NA,NA,NA,5,Edouard Julien singles on a line drive to left fielder MJ Melendez.,R,L,R,MIN,KC,X,7,line_drive,0,0,2024,-1.01,0.98,0.16,2.24,NA,NA,NA,2,7,Bot,67.9,103.47,NA,NA,521692,NA,NA,7.58593588519201,-136.373398396271,-5.24712784838353,-14.2328058453105,28.3754141948099,-18.9178499751091,3.41,1.67,235,94.8,14,93.9,2455,6.3,745904,679525,521692,686469,624428,672580,677951,669004,680118,592669,54.21,0.926,0.9,0.9,1,1,0,4,51,1,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,227,0.002,0.129,NA,NA
ST,2024-05-27,85.8,-1.9,6.49,"Flores, Wilmer",527038,592836,field_out,hit_into_play,NA,NA,NA,NA,12,"Wilmer Flores grounds out, shortstop Edmundo Sosa to first baseman Bryce Harper.",R,R,R,SF,PHI,X,6,ground_ball,2,2,2024,0.49,0.68,0.83,2.39,NA,689172,NA,2,6,Bot,110.95,153.61,NA,NA,592663,NA,NA,5.4340254936679,-124.857214137181,-4.780383811584,3.93327350649278,26.4667276727173,-24.2384578256969,3.19,1.56,59,87,2,85.1,2408,5.9,745338,592836,592663,547180,593160,664761,624641,665506,679032,592206,54.57,0.306,0.238,0,1,0,0,2,55,7,Sweeper,6,4,6,4,4,6,6,4,Standard,Standard,204,-0.021,-0.28,62.769895551299136,6.84243
CU,2024-05-27,80.6,-2.46,5.45,"Abrams, CJ",682928,450203,,ball,NA,NA,NA,NA,13,CJ Abrams out on a sacrifice fly to right fielder Adam Duvall.   Nick Senzel scores.    Jacob Young to 3rd.,R,L,R,ATL,WSH,B,NA,,0,0,2024,1.2,-0.51,-1.07,2.1,669222,NA,696285,1,6,Top,NA,NA,NA,NA,669221,NA,NA,0.808970102194947,-117.43399385799,0.139486264419209,10.9159373722806,22.089195734333,-37.1424047209543,3.49,1.66,NA,NA,NA,80,2995,5.8,747118,450203,669221,621566,645277,663586,606115,672284,671739,594807,54.72,NA,NA,NA,NA,NA,NA,NA,45,1,Curveball,0,7,7,0,7,0,7,0,Standard,Standard,60,0,0.028,NA,NA
FF,2024-05-27,93.5,-2.5,4.68,"Renfroe, Hunter",592669,657746,,ball,NA,NA,NA,NA,12,Hunter Renfroe called out on strikes.,R,R,R,MIN,KC,B,NA,,1,2,2024,-1.05,1.26,1.82,3.04,NA,NA,NA,2,7,Top,NA,NA,NA,NA,680777,NA,NA,13.5963496150551,-135.510953111584,-1.22161235342427,-15.9002581887861,29.9225999877214,-16.578256337198,3.44,1.64,NA,NA,NA,94.3,2245,7,745904,657746,680777,666135,666397,669304,621043,650489,621439,596146,53.48,NA,NA,NA,NA,NA,NA,NA,48,5,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,226,0,0.016,NA,NA
FF,2024-05-27,92.3,-2.34,5.44,"Young, Jacob",696285,450203,single,hit_into_play,NA,NA,NA,NA,8,Jacob Young singles on a ground ball to right fielder Adam Duvall.   Jesse Winker scores.    Nick Senzel to 3rd.,R,R,R,ATL,WSH,X,9,ground_ball,0,0,2024,-1,0.71,-0.05,2.05,NA,608385,669222,1,6,Top,197.02,130.61,NA,NA,669221,NA,NA,7.98243853112122,-134.261978075631,-4.39815186170975,-13.735528604271,26.4371233666988,-22.84447168416,3.38,1.53,172,100.5,7,92.4,2255,6.2,747118,450203,669221,621566,645277,663586,606115,672284,671739,594807,54.33,0.617,0.581,0.9,1,1,0,4,44,1,4-Seam Fastball,0,6,6,0,7,0,7,0,Standard,Standard,244,-0.011,0.902,71.83122942673195,6.87445
SI,2024-05-27,91.3,-1.75,6.53,"Flores, Wilmer",527038,592836,,foul,NA,NA,NA,NA,8,"Wilmer Flores grounds out, shortstop Edmundo Sosa to first baseman Bryce Harper.",R,R,R,SF,PHI,S,NA,,2,2,2024,-1.02,1.15,0.09,2.01,NA,689172,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,6.76210771760614,-132.582888517519,-7.92664419177757,-13.4410714207971,28.2697378073796,-17.0449008387096,3.19,1.56,194,70.4,51,90.7,1868,6,745338,592836,592663,547180,593160,664761,624641,665506,679032,592206,54.46,NA,NA,NA,NA,NA,NA,NA,55,6,Sinker,6,4,6,4,4,6,6,4,Standard,Standard,213,0,0,72.42476185509966,7.19164
FS,2024-05-27,84.7,2.36,6.12,"Duvall, Adam",594807,680730,,foul,NA,NA,NA,NA,5,Adam Duvall homers (5) on a fly ball to left field.   Matt Olson scores.,R,R,L,ATL,WSH,S,NA,,2,2,2024,0.1,0.82,0.11,2.59,NA,621566,NA,1,7,Bot,NA,NA,NA,NA,660688,NA,NA,-5.49608442715923,-123.209124118715,-3.51619253793858,2.17248158993557,26.0299200227154,-23.3752802606261,3.43,1.57,4,42.4,-35,85.2,904,6.8,747118,680730,660688,608336,671277,669222,682928,592696,696285,657041,53.73,NA,NA,NA,NA,NA,NA,NA,57,6,Split-Finger,1,8,1,8,8,1,1,8,Standard,Standard,136,0,0,75.85294055923247,8.34164
CU,2024-05-27,82.2,-1.8,5.92,"Castro, Willi",650489,679525,field_out,hit_into_play,NA,NA,NA,NA,4,Willi Castro lines out sharply to center fielder Dairon Blanco.,R,L,R,MIN,KC,X,8,line_drive,0,1,2024,0.79,-0.36,-0.29,2.45,NA,NA,NA,1,7,Bot,120.71,39.71,NA,NA,521692,NA,NA,1.87841268678717,-119.768008427303,-0.70818077142137,7.32850924727665,21.5802499262833,-35.7278061718194,3.58,1.65,393,101.4,23,82.2,2612,6.1,745904,679525,521692,686469,624428,672580,677951,669004,680118,592669,54.41,0.523,0.757,0,1,0,0,6,50,2,Curveball,5,1,5,1,1,5,5,1,Standard,Standard,43,-0.002,-0.139,73.51421040278966,6.88618
FF,2024-05-27,93.7,-1.91,5.66,"Castro, Willi",650489,679525,,called_strike,NA,NA,NA,NA,6,Willi Castro lines out sharply to center fielder Dairon Blanco.,R,L,R,MIN,KC,S,NA,,0,0,2024,-0.69,1.19,0.7,2.65,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,521692,NA,NA,8.27111548991765,-136.191257610096,-4.68693620871428,-10.3930140060144,28.7033407699004,-16.466284880968,3.59,1.64,NA,NA,NA,93.8,2455,6.3,745904,679525,521692,686469,624428,672580,677951,669004,680118,592669,54.19,NA,NA,NA,NA,NA,NA,NA,50,1,4-Seam Fastball,5,1,5,1,1,5,5,1,Standard,Standard,228,0,-0.024,NA,NA
CU,2024-05-27,81.2,-2.43,5.48,"Gallo, Joey",608336,450203,strikeout,swinging_strike,NA,NA,NA,NA,8,Joey Gallo strikes out swinging.,R,L,R,ATL,WSH,S,2,,0,2,2024,0.99,-0.83,0.11,1.56,NA,608385,669222,0,6,Top,NA,NA,NA,NA,669221,NA,NA,3.804735887941,-118.281620612875,-0.600769554966878,8.6033522673886509,22.0071634878643,-40.0439539163894,3.64,1.66,NA,NA,NA,81.4,2964,6.3,747118,450203,669221,621566,645277,663586,606115,672284,671739,594807,54.2,NA,0,0,1,0,0,NA,43,3,Curveball,0,6,6,0,6,0,6,0,Standard,Strategic,60,0.004,-0.356,71.40173458440015,8.21484
SI,2024-05-27,91.5,0.98,5.67,"Clase, Jonatan",682729,664285,force_out,hit_into_play,NA,NA,NA,NA,14,"Jonatan Clase grounds into a force out, shortstop Jeremy Peña to second baseman Jose Altuve.   Ryan Bliss out at 2nd.",R,R,L,SEA,HOU,X,6,ground_ball,2,0,2024,1.37,0.17,0.17,1.31,664034,NA,669208,2,6,Bot,114,149.49,NA,NA,605170,NA,NA,-4.96377584811019,-133.070402767713,-5.4596657022797,17.3225715610778,29.9016639772685,-29.1092219073162,3.25,1.51,7,89.8,-9,90.8,2150,6,745254,664285,605170,547989,514888,608324,665161,670541,676694,663656,54.51,0.171,0.187,0,1,0,0,2,52,3,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,133,-0.046,-0.614,73.85180756896297,6.84093
FF,2024-05-27,94.3,-2.5,4.73,"Renfroe, Hunter",592669,657746,,foul,NA,NA,NA,NA,12,Hunter Renfroe called out on strikes.,R,R,R,MIN,KC,S,NA,,1,2,2024,-0.79,1.2,1.02,2.86,NA,NA,NA,2,7,Top,NA,NA,NA,NA,680777,NA,NA,10.9994137973689,-136.995356038982,-1.84787892333956,-12.3733592312176,29.4660455393729,-16.7937053395772,3.46,1.68,204,75.9,21,95.1,2333,6.8,745904,657746,680777,666135,666397,669304,621043,650489,621439,596146,53.7,NA,NA,NA,NA,NA,NA,NA,48,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,218,0,0,71.02251169888301,7.38358
SI,2024-05-27,92.4,-1.65,6.58,"Flores, Wilmer",527038,592836,,ball,NA,NA,NA,NA,12,"Wilmer Flores grounds out, shortstop Edmundo Sosa to first baseman Bryce Harper.",R,R,R,SF,PHI,B,NA,,1,2,2024,-0.9,1.13,1.19,2.8,NA,689172,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,9.15732765845967,-134.271283424987,-6.26547780781845,-12.8454923035903,27.2402919918571,-17.2944658604682,3.09,1.69,NA,NA,NA,92.1,1913,6,745338,592836,592663,547180,593160,664761,624641,665506,679032,592206,54.47,NA,NA,NA,NA,NA,NA,NA,55,5,Sinker,6,4,6,4,4,6,6,4,Standard,Standard,218,0,0.048,NA,NA
SL,2024-05-27,85,2.31,5.93,"Duvall, Adam",594807,680730,,foul,NA,NA,NA,NA,8,Adam Duvall homers (5) on a fly ball to left field.   Matt Olson scores.,R,R,L,ATL,WSH,S,NA,,2,2,2024,-0.13,0.35,-0.06,2.03,NA,621566,NA,1,7,Bot,NA,NA,NA,NA,660688,NA,NA,-5.31829739085757,-123.608251439818,-3.47944316565658,-0.242138011732351,26.1405101381633,-28.1107605114825,3.43,1.57,118,96.6,7,85.3,2232,6.6,747118,680730,660688,608336,671277,669222,682928,592696,696285,657041,53.87,NA,NA,NA,NA,NA,NA,NA,57,5,Slider,1,8,1,8,8,1,1,8,Standard,Standard,276,0,0,72.7033683765333,8.04552
CU,2024-05-27,80.8,-2.28,5.51,"Gallo, Joey",608336,450203,,swinging_strike,NA,NA,NA,NA,14,Joey Gallo strikes out swinging.,R,L,R,ATL,WSH,S,NA,,0,1,2024,1.07,-0.68,0.3,1.12,NA,608385,669222,0,6,Top,NA,NA,NA,NA,669221,NA,NA,3.70578689407437,-117.715111717473,-1.85658105264249,9.27435375795583,21.4949286704368,-38.4098767639564,3.64,1.66,NA,NA,NA,81.2,2952,6.4,747118,450203,669221,621566,645277,663586,606115,672284,671739,594807,54.08,NA,NA,NA,NA,NA,NA,NA,43,2,Curveball,0,6,6,0,6,0,6,0,Standard,Strategic,64,0,-0.121,74.1545083102468,8.0929
FS,2024-05-27,87.4,-1.88,6.46,"Flores, Wilmer",527038,592836,,foul,NA,NA,NA,NA,13,"Wilmer Flores grounds out, shortstop Edmundo Sosa to first baseman Bryce Harper.",R,R,R,SF,PHI,S,NA,,1,2,2024,-0.77,0.05,-0.86,1.11,NA,689172,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,4.00837693536306,-127.215576368447,-6.85018555750499,-9.13839327001324,24.5070637014706,-30.5075743390857,3.19,1.56,2,99.1,-30,87.3,1302,6.1,745338,592836,592663,547180,593160,664761,624641,665506,679032,592206,54.44,NA,NA,NA,NA,NA,NA,NA,55,4,Split-Finger,6,4,6,4,4,6,6,4,Standard,Standard,229,0,0,72.21727027152136,7.38751
CU,2024-05-27,80.5,2.1,6.15,"Duvall, Adam",594807,680730,,ball,NA,NA,NA,NA,14,Adam Duvall homers (5) on a fly ball to left field.   Matt Olson scores.,R,R,L,ATL,WSH,B,NA,,1,2,2024,-0.09,-0.6,1.44,2.18,NA,621566,NA,1,7,Bot,NA,NA,NA,NA,660688,NA,NA,-1.29297196770013,-117.323851713918,-1.07818237963467,-0.656697616110692,20.3322732904153,-37.7252088708748,3.49,1.61,NA,NA,NA,81.6,2285,6.7,747118,680730,660688,608336,671277,669222,682928,592696,696285,657041,53.76,NA,NA,NA,NA,NA,NA,NA,57,4,Curveball,1,8,1,8,8,1,1,8,Standard,Standard,316,0,0.012,NA,NA
CH,2024-05-27,85.4,-2.02,5.6,"Buxton, Byron",621439,679525,field_out,hit_into_play,NA,NA,NA,NA,5,"Byron Buxton grounds out, second baseman Adam Frazier to first baseman Vinnie Pasquantino.",R,R,R,MIN,KC,X,4,ground_ball,0,1,2024,-0.99,0.07,-0.09,2.69,NA,NA,NA,0,7,Bot,126.49,145.87,NA,NA,521692,NA,NA,6.51350120095853,-124.24644345293,-0.720487580007774,-11.5343132855489,24.2706376935608,-31.5265963007884,3.41,1.51,91,98.5,4,85.2,1650,6.1,745904,679525,521692,686469,624428,672580,677951,669004,680118,592669,54.36,0.497,0.469,0,1,0,0,4,49,2,Changeup,5,1,5,1,1,5,5,1,Standard,Standard,247,-0.003,-0.191,73.02257312754259,6.66507
ST,2024-05-27,81.5,-2.53,4.81,"Renfroe, Hunter",592669,657746,,ball,NA,NA,NA,NA,12,Hunter Renfroe called out on strikes.,R,R,R,MIN,KC,B,NA,,0,2,2024,1.28,0.46,1.57,2.54,NA,NA,NA,2,7,Top,NA,NA,NA,NA,680777,NA,NA,6.80993977683441,-118.613528693717,0.637543907605349,10.7330350956469,23.0845175271491,-28.211796274749,3.44,1.63,NA,NA,NA,82,2672,6.7,745904,657746,680777,666135,666397,669304,621043,650489,621439,596146,53.84,NA,NA,NA,NA,NA,NA,NA,48,3,Sweeper,5,1,1,5,1,5,1,5,Standard,Standard,65,0,0.007,NA,NA
SI,2024-05-27,91.8,0.9,5.63,"Clase, Jonatan",682729,664285,,ball,NA,NA,NA,NA,14,"Jonatan Clase grounds into a force out, shortstop Jeremy Peña to second baseman Jose Altuve.   Ryan Bliss out at 2nd.",R,R,L,SEA,HOU,B,NA,,1,0,2024,1.28,0.23,0.87,1.32,664034,NA,669208,2,6,Bot,NA,NA,NA,NA,605170,NA,NA,-2.82917888042498,-133.624371253067,-5.510588823189,15.8975438959269,30.8266042029156,-28.330291902658,3.26,1.66,NA,NA,NA,91,2059,5.9,745254,664285,605170,547989,514888,608324,665161,670541,676694,663656,54.57,NA,NA,NA,NA,NA,NA,NA,52,2,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,131,0,0.107,NA,NA
