pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-08-01,89.9,-1.39,5.45,"McKinstry, Zach",656716,607625,,ball,NA,NA,NA,NA,14,"Zach McKinstry grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,L,R,DET,KC,B,NA,,0,0,2024,-0.64,1.38,0.48,1.07,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,521692,NA,NA,5.93337447497344,-130.786985651792,-7.81706316233705,-8.5354930793062,24.5829415961274,-14.897274938427,3.49,1.61,NA,NA,NA,89.7,2275,5.9,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.58,NA,NA,NA,NA,NA,NA,NA,60,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,220,0,0.032,NA,NA
ST,2024-08-01,82.6,-1.25,5.52,"Drury, Brandon",592273,663372,,called_strike,NA,NA,NA,NA,6,Brandon Drury flies out to right fielder Jake Cave.,R,R,R,LAA,COL,S,NA,,0,0,2024,1.23,0.53,0.8,2.79,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,607732,NA,NA,2.29097598121101,-120.180698746938,-0.696947038696087,11.3032029176812,25.6137572119379,-27.1322930430517,3.59,1.66,NA,NA,NA,82.7,2258,6.6,746196,663372,607732,669911,663898,641857,678662,656541,686668,595909,53.94,NA,NA,NA,NA,NA,NA,NA,49,1,Sweeper,3,2,3,2,2,3,3,2,Strategic,Standard,69,0,-0.015,NA,NA
SL,2024-08-01,89.9,-0.84,6,"Olson, Matt",621566,676974,strikeout,called_strike,NA,NA,NA,NA,4,Matt Olson called out on strikes.,R,L,R,ATL,MIA,S,2,,1,2,2024,0.19,-0.01,-0.76,2.54,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,663743,NA,NA,-0.202358462211763,-131.219299824765,-2.74868276703659,2.30005041628671,21.8893413453021,-31.9632253182479,3.6,1.7,NA,NA,NA,90.7,2644,6.1,747092,676974,663743,681146,672640,669394,669364,669065,624503,657088,54.39,NA,0,0,1,0,0,NA,43,4,Slider,4,1,4,1,1,4,4,1,Infield shade,Standard,20,-0.004,-0.07,NA,NA
CH,2024-08-01,83.8,2.45,5.73,"Naylor, Josh",647304,669432,,ball,NA,NA,NA,NA,13,Josh Naylor walks.,R,L,L,CLE,BAL,B,NA,,2,2,2024,1.24,0.38,-1.26,1.62,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,668939,NA,NA,-11.1021470123118,-121.552350442612,-3.9004434785221,14.306204431678,21.4190820898356,-27.7828801283022,3.13,1.5,NA,NA,NA,84.9,1586,6.9,746607,669432,668939,663624,702616,602104,683002,681297,656775,623993,53.57,NA,NA,NA,NA,NA,NA,NA,40,6,Changeup,5,2,5,2,2,5,5,2,Infield shade,Standard,115,0,0.069,NA,NA
FF,2024-08-01,92.1,-0.48,5.54,"Swanson, Dansby",621020,543243,walk,ball,NA,NA,NA,NA,14,Dansby Swanson walks.,R,R,R,CHC,STL,B,NA,,3,2,2024,0.15,0.73,1.16,1.46,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,686780,NA,NA,3.85171697139873,-134.178101586586,-6.21072157858757,1.14371918814453,25.8436708457126,-22.2980564468774,3.57,1.65,NA,NA,NA,93.1,2572,6.6,746849,543243,686780,502671,680977,571448,691026,502054,672279,663457,53.95,NA,0.690385,0.7,1,0,0,NA,57,9,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,201,0.045,0.219,NA,NA
CH,2024-08-01,83.3,2.55,5.65,"Naylor, Josh",647304,669432,,foul,NA,NA,NA,NA,8,Josh Naylor walks.,R,L,L,CLE,BAL,S,NA,,2,2,2024,1.25,-0.17,0.16,1.95,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,668939,NA,NA,-8.02451074267221,-121.175717224942,-1.75535760038818,13.8699361941039,22.3508605873498,-33.7095227431681,3.13,1.5,NA,NA,NA,84.4,1535,6.9,746607,669432,668939,663624,702616,602104,683002,681297,656775,623993,53.59,NA,NA,NA,NA,NA,NA,NA,40,5,Changeup,5,2,5,2,2,5,5,2,Infield shade,Standard,108,0,0,72.30916,7.76894
FF,2024-08-01,93.2,-3,5.45,"Stowers, Kyle",669065,450203,,ball,NA,NA,NA,NA,11,Kyle Stowers strikes out swinging.,R,L,R,ATL,MIA,B,NA,,1,1,2024,-1.22,1,-0.15,4.68,NA,NA,681146,0,6,Top,NA,NA,NA,NA,669221,NA,NA,9.95397016017854,-135.39797084402,1.60884346496269,-17.1382967761659,29.9656772017857,-20.4783113572438,3.56,1.71,NA,NA,NA,92.8,2224,6.2,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,54.33,NA,NA,NA,NA,NA,NA,NA,45,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,249,0,0.071,NA,NA
SL,2024-08-01,86,-1.29,5.84,"Olson, Matt",621566,676974,,called_strike,NA,NA,NA,NA,13,Matt Olson called out on strikes.,R,L,R,ATL,MIA,S,NA,,1,1,2024,0.02,0.03,-0.56,1.51,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,663743,NA,NA,1.68713193882207,-125.347600414013,-4.13051487883216,-0.0935805816198448,23.6087693362112,-31.3037721468545,3.6,1.7,NA,NA,NA,86.1,2411,6.1,747092,676974,663743,681146,672640,669394,669364,669065,624503,657088,54.38,NA,NA,NA,NA,NA,NA,NA,43,3,Slider,4,1,4,1,1,4,4,1,Infield shade,Standard,310,0,-0.026,NA,NA
SV,2024-08-01,80.3,-1.64,5.11,"Urshela, Gio",570482,607625,field_out,hit_into_play,NA,NA,NA,NA,14,"Gio Urshela grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,R,R,DET,KC,X,5,ground_ball,1,1,2024,1.58,-0.68,0.99,1.29,NA,NA,NA,2,7,Bot,112.18,169.21,NA,NA,521692,NA,NA,2.81468961249678,-116.877324730751,-0.413493455874988,13.7495218039504,24.6068970314866,-38.476721015516,3.52,1.66,3,72.1,-23,79.3,3221,5.8,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.66,0.054,0.042,0,1,0,0,2,52,3,Slurve,1,4,1,4,4,1,1,4,Standard,Standard,51,-0.01,-0.096,59.23543,7.57263
CU,2024-08-01,53.9,2.14,5.85,"Goldschmidt, Paul",502671,684007,double,hit_into_play,NA,NA,NA,NA,9,Paul Goldschmidt doubles (17) on a line drive to right fielder Seiya Suzuki.,R,R,L,CHC,STL,X,9,line_drive,0,0,2024,-0.77,-0.53,0.56,1.77,NA,NA,NA,2,7,Top,175.21,59.13,NA,NA,665804,NA,NA,-1.3606973537098,-78.3388728734092,4.52116945896755,-3.0235909862346,9.53278646802793,-35.1121170436103,3.55,1.62,333,97.7,21,53.6,1645,5.9,746849,684007,665804,683737,663538,670623,621020,664023,691718,673548,54.56,0.32,0.4,1.25,1,1,1,5,53,1,Curveball,2,3,3,2,3,2,3,2,Standard,Standard,320,-0.028,0.239,69.19037,7.92534
ST,2024-08-01,81,-1.06,5.53,"Neto, Zach",687263,663372,strikeout,swinging_strike,NA,NA,NA,NA,6,Zach Neto strikes out swinging.,R,R,R,LAA,COL,S,2,,2,2,2024,1.55,0.2,0.77,2.52,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,607732,NA,NA,1.13539548912454,-117.988474247907,-0.400605404596621,14.1171991411103,24.791831188462,-30.4729870203193,3.18,1.51,NA,NA,NA,81.1,2223,6.5,746196,663372,607732,669911,663898,641857,678662,656541,686668,595909,53.97,NA,0,0,1,0,0,NA,48,5,Sweeper,3,2,3,2,2,3,3,2,Standard,Standard,72,-0.015,-0.143,73.13301,8.16375
CH,2024-08-01,85.7,-1.07,6.01,"Olson, Matt",621566,676974,,swinging_strike,NA,NA,NA,NA,5,Matt Olson called out on strikes.,R,L,R,ATL,MIA,S,NA,,1,0,2024,-0.87,0.96,-0.27,2.89,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,663743,NA,NA,3.6097493559017,-124.89474478056,-3.09986208918907,-9.82814868217877,22.7457974567923,-21.6953530943272,3.6,1.7,NA,NA,NA,85.7,1683,6,747092,676974,663743,681146,672640,669394,669364,669065,624503,657088,54.5,NA,NA,NA,NA,NA,NA,NA,43,2,Changeup,4,1,4,1,1,4,4,1,Standard,Standard,224,0,-0.019,75.30748,7.41733
ST,2024-08-01,78.8,-1.73,5.02,"Santander, Anthony",623993,594902,field_out,hit_into_play,NA,NA,NA,NA,13,Anthony Santander pops out to shortstop Brayan Rocchio.,R,L,R,CLE,BAL,X,6,popup,2,1,2024,0.63,0.17,-0.49,1.23,NA,NA,683002,2,6,Top,108.17,119.34,NA,NA,666310,NA,NA,1.55727699550319,-114.841207221425,-1.77574586823625,5.26635639337788,21.0320032870076,-30.5900804900783,3.33,1.57,205,86.8,57,79.9,2037,6.9,746607,594902,666310,647304,671289,608070,677587,680757,657041,678877,53.56,0.011,0.013,0,1,0,0,3,47,4,Sweeper,5,2,2,5,2,5,2,5,Strategic,Standard,75,0.021,-0.265,74.40219,8.07114
SI,2024-08-01,94.8,-1.2,5.56,"Neto, Zach",687263,663372,,ball,NA,NA,NA,NA,11,Zach Neto strikes out swinging.,R,R,R,LAA,COL,B,NA,,1,2,2024,-0.93,0.77,-0.57,4.27,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,607732,NA,NA,3.71587046043103,-137.948697023929,0.622928714224604,-12.6575540655672,32.4965101129851,-22.8195286864771,3.18,1.51,NA,NA,NA,94.7,2106,6.4,746196,663372,607732,669911,663898,641857,678662,656541,686668,595909,54.13,NA,NA,NA,NA,NA,NA,NA,48,4,Sinker,3,2,3,2,2,3,3,2,Standard,Standard,212,0,0.026,NA,NA
