pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FS,2024-08-01,86.3,-1.43,5.46,"Vierling, Matt",663837,607625,field_out,hit_into_play,NA,NA,NA,NA,9,Matt Vierling flies out to shortstop Bobby Witt Jr.,R,R,R,DET,KC,X,6,fly_ball,0,2,2024,-0.49,0.25,0.43,1.68,NA,NA,NA,2,8,Bot,114.93,109.74,NA,NA,521692,NA,NA,5.40120843095475,-125.707247232879,-3.35089013318679,-6.17185635022106,22.5173503994807,-29.116792888349,3.47,1.67,227,72.1,42,86.4,1479,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.47,0.289,0.26,0,1,0,0,3,62,3,Split-Finger,1,6,1,6,6,1,1,6,Standard,Standard,219,-0.002,-0.061,72.24212,8.21128
FC,2024-08-01,90.4,-1.56,5.36,"Vierling, Matt",663837,607625,,foul,NA,NA,NA,NA,12,Matt Vierling flies out to shortstop Bobby Witt Jr.,R,R,R,DET,KC,S,NA,,0,1,2024,0.18,0.8,0.88,3.16,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,521692,NA,NA,5.68600932324309,-131.659633300523,-1.3051223939679,1.02657078384502,24.8369853597186,-22.720000369343,3.47,1.67,213,77.1,23,90.4,2458,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.52,NA,NA,NA,NA,NA,NA,NA,62,2,Cutter,1,6,1,6,6,1,1,6,Standard,Standard,210,0,-0.023,65.21903,6.34135
FF,2024-08-01,91.4,-1.26,5.48,"Vierling, Matt",663837,607625,,called_strike,NA,NA,NA,NA,2,Matt Vierling flies out to shortstop Bobby Witt Jr.,R,R,R,DET,KC,S,NA,,0,0,2024,-0.51,1.2,0.04,3.44,NA,NA,NA,2,8,Bot,NA,NA,NA,NA,521692,NA,NA,4.35456497094565,-133.187840312507,-1.92937221560962,-6.97467969849219,25.0104363717457,-17.5331426706446,3.47,1.67,NA,NA,NA,91.6,2357,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.46,NA,NA,NA,NA,NA,NA,NA,62,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,211,0,-0.015,NA,NA
SI,2024-08-01,94.5,-1.3,5.21,"Vilade, Ryan",668723,607625,field_out,hit_into_play,NA,NA,NA,NA,5,"Ryan Vilade grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",R,R,R,DET,KC,X,4,ground_ball,1,2,2024,-1.25,0.71,0.01,2.17,NA,NA,NA,1,8,Bot,142.35,141.82,NA,NA,521692,NA,NA,6.15489954305469,-137.496936814963,-3.80050148175338,-17.2484272537602,29.2398614238126,-22.5637590525813,3.42,1.58,14,96.3,-8,94.2,2386,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.48,0.203,0.199,0,1,0,0,2,61,4,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,220,-0.004,-0.117,67.92978,6.54419
SV,2024-08-01,76.2,-1.69,5.39,"Vilade, Ryan",668723,607625,,ball,NA,NA,NA,NA,14,"Ryan Vilade grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",R,R,R,DET,KC,B,NA,,0,2,2024,1.72,-0.74,1.8,2.09,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,521692,NA,NA,4.19462763319698,-110.798418947898,1.52937620179044,13.1062578063366,22.7913100680466,-38.7390125133163,3.42,1.58,NA,NA,NA,74.9,3105,5.7,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.82,NA,NA,NA,NA,NA,NA,NA,61,3,Slurve,1,6,1,6,6,1,1,6,Standard,Standard,54,0,0.013,NA,NA
FF,2024-08-01,91.7,-1.37,5.41,"Vilade, Ryan",668723,607625,,foul,NA,NA,NA,NA,4,"Ryan Vilade grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",R,R,R,DET,KC,S,NA,,0,1,2024,-0.56,1.36,-0.8,2.47,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,521692,NA,NA,2.64347869222596,-133.605490719305,-4.55906537205826,-7.31143724842617,25.9486339658012,-15.0521754156583,3.42,1.58,314,104.9,55,91.8,2199,6.1,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.42,NA,NA,NA,NA,NA,NA,NA,61,2,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,215,0,-0.035,80.60916,8.16195
SL,2024-08-01,87.1,-1.46,5.31,"Vilade, Ryan",668723,607625,,foul,NA,NA,NA,NA,8,"Ryan Vilade grounds out, second baseman Michael Massey to first baseman Vinnie Pasquantino.",R,R,R,DET,KC,S,NA,,0,0,2024,0.28,0.49,0.21,2.14,NA,NA,NA,1,8,Bot,NA,NA,NA,NA,521692,NA,NA,3.4306607126377,-126.94205583522,-2.53473948411859,2.49900653724146,22.4196784319631,-26.5852766347844,3.42,1.58,223,70.9,34,87.2,2563,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.54,NA,NA,NA,NA,NA,NA,NA,61,1,Slider,1,6,1,6,6,1,1,6,Standard,Standard,173,0,-0.024,72.87493,7.93594
CU,2024-08-01,82.4,-2.77,5.36,"Lopez, Otto",672640,450203,grounded_into_double_play,hit_into_play,NA,NA,NA,NA,9,"Otto Lopez grounds into a double play, third baseman Austin Riley to second baseman Whit Merrifield to first baseman Matt Olson.   Jonah Bride out at 2nd.    Otto Lopez out at 1st.",R,R,R,ATL,MIA,X,5,ground_ball,1,1,2024,1.19,-0.71,0.28,2.06,NA,NA,681146,1,6,Top,102.48,170,NA,NA,669221,NA,NA,4.61355870765506,-119.957418396124,0.404550288253069,10.5091097361424,24.1072247190476,-39.2983862942394,3.28,1.53,15,78.2,-8,82.1,3166,6.2,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,54.34,0.111,0.122,0,1,0,0,2,46,3,Curveball,4,1,1,4,1,4,1,4,Standard,Standard,60,0.05,-0.356,74.74374,7.04425
SI,2024-08-01,90.2,-1.44,5.17,"McKinstry, Zach",656716,607625,field_out,hit_into_play,NA,NA,NA,NA,5,"Zach McKinstry grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,L,R,DET,KC,X,5,ground_ball,3,1,2024,-1.06,0.6,0.13,2.84,NA,NA,NA,0,8,Bot,104.56,166.16,NA,NA,521692,NA,NA,6.13362682922764,-131.377370862384,-1.21355057785873,-13.5831512873424,24.0916013297581,-25.1140366177333,3.49,1.61,89,89.8,3,90.3,2372,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.5,0.386,0.371,0,1,0,0,2,60,5,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,222,-0.007,-0.375,62.02524,5.10021
CU,2024-08-01,82.2,-2.81,5.3,"Lopez, Otto",672640,450203,,ball,NA,NA,NA,NA,13,"Otto Lopez grounds into a double play, third baseman Austin Riley to second baseman Whit Merrifield to first baseman Matt Olson.   Jonah Bride out at 2nd.    Otto Lopez out at 1st.",R,R,R,ATL,MIA,B,NA,,0,1,2024,1.29,-0.57,-1.16,1.39,NA,NA,681146,1,6,Top,NA,NA,NA,NA,669221,NA,NA,1.23370312883511,-119.727531772577,-1.21887193438144,12.1582488847032,23.4608517003669,-37.66540689222,3.28,1.53,NA,NA,NA,81.1,3247,5.5,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,54.97,NA,NA,NA,NA,NA,NA,NA,46,2,Curveball,4,1,1,4,1,4,1,4,Standard,Standard,63,0,0.03,NA,NA
CU,2024-08-01,77.3,-1.59,5.43,"McKinstry, Zach",656716,607625,,ball,NA,NA,NA,NA,14,"Zach McKinstry grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,L,R,DET,KC,B,NA,,2,1,2024,1,-1.22,1.2,1.37,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,521692,NA,NA,4.07526198913813,-112.447228144795,0.554276040477074,7.6096403957393,22.187136809785,-42.788445207476,3.49,1.61,NA,NA,NA,76.2,3200,5.7,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.82,NA,NA,NA,NA,NA,NA,NA,60,4,Curveball,1,6,1,6,6,1,1,6,Standard,Standard,44,0,0.108,NA,NA
SL,2024-08-01,81.6,2.5,5.69,"Naylor, Josh",647304,669432,walk,ball,NA,NA,NA,NA,13,Josh Naylor walks.,R,L,L,CLE,BAL,B,NA,,3,2,2024,-0.28,0.63,-0.86,1.37,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,668939,NA,NA,-7.11110898214604,-118.688893176721,-4.46288079016761,-1.48200113794808,19.4827623327607,-25.5956451589955,3.13,1.5,NA,NA,NA,83,2256,6.9,746607,669432,668939,663624,702616,602104,683002,681297,656775,623993,53.59,NA,0.690385,0.7,1,0,0,NA,40,8,Slider,5,2,5,2,2,5,5,2,Infield shade,Standard,169,0.009,0.219,NA,NA
SI,2024-08-01,93,-2.71,5.36,"Lopez, Otto",672640,450203,,called_strike,NA,NA,NA,NA,2,"Otto Lopez grounds into a double play, third baseman Austin Riley to second baseman Whit Merrifield to first baseman Matt Olson.   Jonah Bride out at 2nd.    Otto Lopez out at 1st.",R,R,R,ATL,MIA,S,NA,,0,0,2024,-1.4,0.28,0.08,2.79,NA,NA,681146,1,6,Top,NA,NA,NA,NA,669221,NA,NA,10.173804660829,-135.104655820934,-1.41033846862198,-19.3378882569662,29.0929369310396,-28.6058378798632,3.28,1.53,NA,NA,NA,92.7,2046,6.1,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,54.35,NA,NA,NA,NA,NA,NA,NA,46,1,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,247,0,-0.042,NA,NA
SI,2024-08-01,90.5,-1.51,5.24,"McKinstry, Zach",656716,607625,,called_strike,NA,NA,NA,NA,2,"Zach McKinstry grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,L,R,DET,KC,S,NA,,2,0,2024,-1.14,0.62,-0.24,3.25,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,521692,NA,NA,5.56092338001415,-131.788697255811,-0.416003476232273,-14.4604211517131,25.6856625371403,-24.9783464758905,3.49,1.61,NA,NA,NA,90.4,2337,6,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.52,NA,NA,NA,NA,NA,NA,NA,60,3,Sinker,1,6,1,6,6,1,1,6,Standard,Standard,223,0,-0.057,NA,NA
SL,2024-08-01,83.8,-1.56,5.42,"McKinstry, Zach",656716,607625,,ball,NA,NA,NA,NA,13,"Zach McKinstry grounds out, third baseman Maikel Garcia to first baseman Vinnie Pasquantino.",R,L,R,DET,KC,B,NA,,1,0,2024,0.45,0.43,-0.14,1.17,NA,NA,NA,0,8,Bot,NA,NA,NA,NA,521692,NA,NA,2.34949246314364,-122.074444815596,-4.29522896170723,4.11062373573295,22.4162432531354,-27.2195723197547,3.49,1.61,NA,NA,NA,83.2,2465,5.7,746442,607625,521692,686469,686681,672580,677951,641658,664728,592669,54.79,NA,NA,NA,NA,NA,NA,NA,60,2,Slider,1,6,1,6,6,1,1,6,Standard,Standard,181,0,0.065,NA,NA
FF,2024-08-01,91.7,-0.66,5.55,"Crow-Armstrong, Pete",691718,543243,grounded_into_double_play,hit_into_play,NA,NA,NA,NA,6,"Pete Crow-Armstrong grounds into a double play, pitcher Sonny Gray to shortstop Masyn Winn to first baseman Paul Goldschmidt.   Dansby Swanson out at 2nd.    Pete Crow-Armstrong out at 1st.",R,L,R,CHC,STL,X,1,ground_ball,0,1,2024,0.09,0.61,0.58,2.65,NA,NA,621020,1,7,Bot,131.3,177.66,NA,NA,686780,NA,NA,2.95648716777428,-133.706799649618,-2.88129226071212,0.492464224511706,25.3415804730849,-24.4416009352652,3.3,1.46,7,75,-20,92.5,2524,6.4,746849,543243,686780,502671,680977,571448,691026,502054,672279,663457,54.14,0.046,0.059,0,1,0,0,2,58,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Infield shade,Standard,192,-0.086,-0.326,65.18385,6.00266
SI,2024-08-01,94.5,-1.28,5.54,"Drury, Brandon",592273,663372,field_out,hit_into_play,NA,NA,NA,NA,5,Brandon Drury flies out to right fielder Jake Cave.,R,R,R,LAA,COL,X,9,fly_ball,0,1,2024,-1.39,0.56,-0.15,2.87,NA,NA,NA,2,6,Bot,172.1,110.12,NA,NA,607732,NA,NA,6.08574710739654,-137.357386176188,-2.4215159093912,-18.9256001011125,34.1518128972818,-24.8121312772262,3.59,1.66,250,91.3,53,94.4,2110,6.6,746196,663372,607732,669911,663898,641857,678662,656541,686668,595909,53.95,0.006,0.005,0,1,0,0,3,49,2,Sinker,3,2,3,2,2,3,3,2,Strategic,Standard,219,-0.01,-0.084,78.2563,7.21107
FF,2024-08-01,93.4,-2.92,5.42,"Stowers, Kyle",669065,450203,strikeout,swinging_strike,NA,NA,NA,NA,4,Kyle Stowers strikes out swinging.,R,L,R,ATL,MIA,S,2,,2,2,2024,-1.23,0.83,-0.48,2.54,NA,NA,681146,0,6,Top,NA,NA,NA,NA,669221,NA,NA,8.83597373717167,-135.766788845526,-3.43454962362418,-17.162649707935,30.21609591771,-21.2952494610637,3.56,1.71,NA,NA,NA,91.9,2161,5.5,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,55.03,NA,0,0,1,0,0,NA,45,5,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,250,0.036,-0.357,73.53461,5.94138
SI,2024-08-01,88.5,2.55,5.87,"Naylor, Josh",647304,669432,,foul,NA,NA,NA,NA,6,Josh Naylor walks.,R,L,L,CLE,BAL,S,NA,,3,2,2024,1.34,0.81,0.72,2.16,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,668939,NA,NA,-7.29363090257925,-128.797138174916,-4.75614389917603,16.4068775187041,24.0677706729484,-22.3470718080628,3.13,1.5,NA,94.2,32,NA,2318,6.5,746607,669432,668939,663624,702616,602104,683002,681297,656775,623993,53.95,NA,NA,NA,NA,NA,NA,NA,40,7,Sinker,5,2,5,2,2,5,5,2,Infield shade,Standard,122,0,0,73.74557,7.9965
CU,2024-08-01,80.9,-0.6,5.62,"Crow-Armstrong, Pete",691718,543243,,swinging_strike_blocked,NA,NA,NA,NA,14,"Pete Crow-Armstrong grounds into a double play, pitcher Sonny Gray to shortstop Masyn Winn to first baseman Paul Goldschmidt.   Dansby Swanson out at 2nd.    Pete Crow-Armstrong out at 1st.",R,L,R,CHC,STL,S,NA,,0,0,2024,0.97,-1.27,0.54,0.12,NA,NA,621020,1,7,Bot,NA,NA,NA,NA,686780,NA,NA,0.714335335666107,-117.751751218505,-3.14671376609492,8.76636879811606,24.623916802868,-43.4352746460353,3.3,1.46,NA,NA,NA,80.9,2728,6.5,746849,543243,686780,502671,680977,571448,691026,502054,672279,663457,54.03,NA,NA,NA,NA,NA,NA,NA,58,1,Curveball,2,4,2,4,4,2,2,4,Infield shade,Standard,27,0,-0.042,54.61803,8.14332
CU,2024-08-01,82,-2.73,5.38,"Stowers, Kyle",669065,450203,,foul,NA,NA,NA,NA,9,Kyle Stowers strikes out swinging.,R,L,R,ATL,MIA,S,NA,,2,1,2024,1.04,-0.69,0.38,2.17,NA,NA,681146,0,6,Top,NA,NA,NA,NA,669221,NA,NA,4.99030310662103,-119.311336306751,0.659124201105689,8.93150528830421,23.7039235846988,-39.1047726431931,3.56,1.71,5,65,-25,81.7,3089,6.2,747092,450203,669221,621566,593160,663586,606115,592696,672284,624585,54.32,NA,NA,NA,NA,NA,NA,NA,45,4,Curveball,4,1,1,4,1,4,1,4,Infield shade,Standard,57,0,-0.076,72.40678,6.89066
