"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-18,665862,"Chisholm Jr., Jazz",0.256,0.083,0.167,0.2,-0.173,-0.089,-0.056
2024-09-18,514888,"Altuve, Jose",0.301,0.25,0.238,0.214,-0.051,-0.063,-0.087
2024-09-18,678877,"Noel, Jhonkensy",0.227,0,0.167,0.111,-0.227,-0.06,-0.116
2024-09-18,641680,"Heim, Jonah",0.214,0.2,0.167,0.12,-0.014,-0.047,-0.094
2024-09-18,676694,"Meyers, Jake",0.219,0.143,0.143,0.15,-0.076,-0.076,-0.069
2024-09-18,673962,"Jung, Josh",0.275,0.091,0.158,0.154,-0.184,-0.117,-0.121
2024-09-18,669224,"Wells, Austin",0.245,0.083,0.105,0.136,-0.162,-0.14,-0.109
2024-09-18,665926,"Giménez, Andrés",0.25,0.182,0.158,0.148,-0.068,-0.092,-0.102
2024-09-18,641598,"Garver, Mitch",0.171,0.273,0.3,0.261,0.102,0.129,0.09
2024-09-18,656555,"Hoskins, Rhys",0.215,0.444,0.375,0.286,0.229,0.16,0.071
2024-09-18,543877,"Vázquez, Christian",0.227,0,0.294,0.208,-0.227,0.067,-0.019
2024-09-18,681297,"Cowser, Colton",0.242,0.5,0.267,0.304,0.258,0.025,0.062
2024-09-18,521692,"Perez, Salvador",0.279,0.333,0.227,0.296,0.054,-0.052,0.017
2024-09-18,641343,"Bauers, Jake",0.196,0.182,0.235,0.227,-0.014,0.039,0.031
2024-09-18,656541,"Hilliard, Sam",0.259,0.5,0.333,0.333,0.241,0.074,0.074
2024-09-18,669289,"Espinal, Santiago",0.254,0.182,0.105,0.12,-0.072,-0.149,-0.134
2024-09-18,595777,"Profar, Jurickson",0.285,0.455,0.375,0.36,0.17,0.09,0.075
2024-09-18,643289,"Dubón, Mauricio",0.269,0.25,0.2,0.318,-0.019,-0.069,0.049
2024-09-18,592450,"Judge, Aaron",0.319,0.333,0.375,0.348,0.014,0.056,0.029
