"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-04,701305,"Dezenzo, Zach",0.212,0.125,0.143,0.25,-0.087,-0.069,0.038
2024-09-04,592325,"Gamel, Ben",0.277,0.111,0.188,0.25,-0.166,-0.089,-0.027
2024-09-04,700932,"Manzardo, Kyle",0.232,0.3,0.294,0.263,0.068,0.062,0.031
2024-09-04,624424,"Conforto, Michael",0.228,0.2,0.167,0.16,-0.028,-0.061,-0.068
2024-09-04,641857,"McMahon, Ryan",0.247,0.3,0.316,0.241,0.053,0.069,-0.00600000000000001
2024-09-04,686217,"Frelick, Sal",0.263,0.1,0.238,0.276,-0.163,-0.025,0.013
2024-09-04,643289,"Dubón, Mauricio",0.26,0.429,0.308,0.368,0.169,0.048,0.108
2024-09-04,686668,"Doyle, Brenton",0.271,0.182,0.211,0.308,-0.089,-0.06,0.037
2024-09-04,650402,"Torres, Gleyber",0.246,0.5,0.381,0.31,0.254,0.135,0.064
2024-09-04,624431,"Trevino, Jose",0.228,0.111,0.062,0.056,-0.117,-0.166,-0.172
2024-09-04,681624,"Pages, Andy",0.246,0.125,0.188,0.227,-0.121,-0.058,-0.019
2024-09-04,686823,"Brennan, Will",0.254,0.4,0.294,0.348,0.146,0.04,0.094
2024-09-04,571970,"Muncy, Max",0.217,0,0.267,0.182,-0.217,0.05,-0.035
2024-09-04,606115,"Arcia, Orlando",0.223,0.1,0.176,0.208,-0.123,-0.047,-0.015
2024-09-04,661531,"Serven, Brian",0.176,0.3,0.25,0.217,0.124,0.074,0.041
2024-09-04,605170,"Caratini, Victor",0.278,0.286,0.333,0.316,0.00799999999999995,0.055,0.038
2024-09-04,668939,"Rutschman, Adley",0.26,0.308,0.222,0.192,0.048,-0.038,-0.068
2024-09-04,687401,"Ortiz, Joey",0.237,0.2,0.118,0.13,-0.037,-0.119,-0.107
2024-09-04,669707,"Triolo, Jared",0.205,0.222,0.2,0.261,0.017,-0.00499999999999998,0.056
2024-09-04,678662,"Tovar, Ezequiel",0.268,0.091,0.111,0.148,-0.177,-0.157,-0.12
2024-09-04,657077,"Verdugo, Alex",0.236,0.273,0.316,0.269,0.037,0.08,0.033
2024-09-04,671218,"Ramos, Heliot",0.274,0.222,0.125,0.13,-0.052,-0.149,-0.144
2024-09-04,672284,"Kelenic, Jarred",0.232,0.25,0.2,0.118,0.018,-0.032,-0.114
2024-09-04,663368,"Perkins, Blake",0.259,0.154,0.222,0.28,-0.105,-0.037,0.021
