"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-08-11,678225,"Bae, Ji Hwan",0.216,0.308,0.278,0.238,0.092,0.062,0.022
2024-08-11,676914,"Schneider, Davis",0.206,0,0.071,0.095,-0.206,-0.135,-0.111
2024-08-11,677950,"Thomas, Alek",0.198,0.111,0.154,0.176,-0.087,-0.044,-0.022
2024-08-11,607732,"Stallings, Jacob",0.265,0.273,0.286,0.2,0.00800000000000001,0.021,-0.065
2024-08-11,578428,"Iglesias, Jose",0.331,0.182,0.263,0.25,-0.149,-0.068,-0.081
2024-08-11,677800,"Abreu, Wilyer",0.266,0.1,0.083,0.2,-0.166,-0.183,-0.066
2024-08-11,642350,"Siri, Jose",0.201,0,0.091,0.211,-0.201,-0.11,0.00999999999999998
2024-08-11,518692,"Freeman, Freddie",0.29,0.273,0.316,0.296,-0.017,0.026,0.00600000000000001
2024-08-11,595909,"Cave, Jake",0.247,0.25,0.312,0.25,0.003,0.065,0.003
2024-08-11,671277,"García Jr., Luis",0.293,0.364,0.375,0.333,0.071,0.082,0.04
2024-08-11,643446,"McNeil, Jeff",0.238,0.3,0.211,0.269,0.062,-0.027,0.031
2024-08-11,668715,"Steer, Spencer",0.233,0.5,0.353,0.24,0.267,0.12,0.00699999999999998
2024-08-11,663647,"Hayes, Ke'Bryan",0.24,0.167,0.316,0.269,-0.073,0.076,0.029
2024-08-11,624413,"Alonso, Pete",0.242,0,0.2,0.231,-0.242,-0.042,-0.011
2024-08-11,621028,"Newman, Kevin",0.279,0.333,0.25,0.25,0.054,-0.029,-0.029
2024-08-11,677594,"Rodríguez, Julio",0.261,0.083,0.111,0.269,-0.178,-0.15,0.00800000000000001
2024-08-11,669911,"Toglia, Michael",0.208,0.3,0.294,0.227,0.092,0.086,0.019
2024-08-11,672640,"Lopez, Otto",0.237,0.385,0.3,0.286,0.148,0.063,0.049
2024-08-11,678554,"Mead, Curtis",0.235,0.111,0.118,0.2,-0.124,-0.117,-0.035
2024-08-11,444482,"Peralta, David",0.257,0.417,0.412,0.409,0.16,0.155,0.152
2024-08-11,701538,"Merrill, Jackson",0.292,0.333,0.429,0.393,0.041,0.137,0.101
2024-08-11,643396,"Kiner-Falefa, Isiah",0.29,0.333,0.261,0.281,0.043,-0.029,-0.00899999999999995
2024-08-11,608369,"Seager, Corey",0.276,0.222,0.231,0.229,-0.054,-0.045,-0.047
2024-08-11,666139,"Lowe, Josh",0.238,0.286,0.364,0.222,0.048,0.126,-0.016
2024-08-11,687462,"Horwitz, Spencer",0.273,0.3,0.176,0.217,0.027,-0.097,-0.056
2024-08-11,680728,"Del Castillo, Adrian",0.583,0.583,0.583,0.583,0,0,0
2024-08-11,665839,"Valdez, Enmanuel",0.22,0.125,0.333,0.25,-0.095,0.113,0.03
2024-08-11,669743,"Call, Alex",0.419,0.5,0.458,0.406,0.081,0.039,-0.013
2024-08-11,593428,"Bogaerts, Xander",0.267,0.167,0.238,0.267,-0.1,-0.029,0
2024-08-11,642133,"Tellez, Rowdy",0.249,0.182,0.278,0.292,-0.067,0.029,0.043
2024-08-11,608385,"Winker, Jesse",0.262,0.385,0.333,0.28,0.123,0.071,0.018
2024-08-11,669065,"Stowers, Kyle",0.194,0.091,0.077,0.095,-0.103,-0.117,-0.099
2024-08-11,664913,"Brown, Seth",0.21,0,0.167,0.125,-0.21,-0.043,-0.085
2024-08-11,663886,"Stephenson, Tyler",0.248,0.273,0.35,0.308,0.025,0.102,0.06
2024-08-11,663728,"Raleigh, Cal",0.218,0.364,0.316,0.292,0.146,0.098,0.074
2024-08-11,621493,"Ward, Taylor",0.235,0.429,0.381,0.345,0.194,0.146,0.11
2024-08-11,663837,"Vierling, Matt",0.261,0.385,0.333,0.321,0.124,0.072,0.06
2024-08-11,683083,"Nuñez, Nasim",0.273,0.429,0.5,0.5,0.156,0.227,0.227
2024-08-11,607208,"Turner, Trea",0.304,0.167,0.227,0.194,-0.137,-0.077,-0.11
2024-08-11,656305,"Chapman, Matt",0.25,0.333,0.389,0.308,0.083,0.139,0.058
2024-08-11,663898,"Rodgers, Brendan",0.279,0.385,0.4,0.37,0.106,0.121,0.091
2024-08-11,606192,"Hernández, Teoscar",0.277,0.5,0.429,0.379,0.223,0.152,0.102
2024-08-11,668227,"Arozarena, Randy",0.224,0.375,0.4,0.273,0.151,0.176,0.049
2024-08-11,666624,"Morel, Christopher",0.194,0.182,0.158,0.115,-0.012,-0.036,-0.079
2024-08-11,553993,"Suárez, Eugenio",0.233,0.333,0.292,0.267,0.1,0.059,0.034
2024-08-11,621439,"Buxton, Byron",0.278,0.333,0.294,0.292,0.055,0.016,0.014
2024-08-11,681146,"Bride, Jonah",0.259,0.2,0.263,0.292,-0.059,0.004,0.033
2024-08-11,676391,"Clement, Ernie",0.271,0.364,0.25,0.321,0.093,-0.021,0.05
2024-08-11,592518,"Machado, Manny",0.271,0.214,0.261,0.25,-0.057,-0.01,-0.021
2024-08-11,683002,"Henderson, Gunnar",0.29,0.462,0.3,0.321,0.172,0.01,0.031
2024-08-11,502110,"Martinez, J.D.",0.257,0.2,0.176,0.125,-0.057,-0.081,-0.132
2024-08-11,665742,"Soto, Juan",0.305,0.267,0.259,0.25,-0.038,-0.046,-0.055
2024-08-11,669701,"Smith, Josh",0.273,0.222,0.192,0.229,-0.051,-0.081,-0.044
2024-08-11,663698,"Bart, Joey",0.272,0.308,0.318,0.321,0.036,0.046,0.049
2024-08-11,545341,"Grichuk, Randal",0.274,0.308,0.294,0.28,0.034,0.02,0.00600000000000001
2024-08-11,680776,"Duran, Jarren",0.291,0.273,0.2,0.276,-0.018,-0.091,-0.015
2024-08-11,641857,"McMahon, Ryan",0.253,0.364,0.222,0.16,0.111,-0.031,-0.093
2024-08-11,668709,"Bleday, JJ",0.243,0.364,0.263,0.28,0.121,0.02,0.037
2024-08-11,665833,"Cruz, Oneil",0.26,0.25,0.316,0.269,-0.01,0.056,0.00900000000000001
2024-08-11,645302,"Robles, Victor",0.271,0.167,0.1,0.154,-0.104,-0.171,-0.117
2024-08-11,630105,"Cronenworth, Jake",0.245,0.25,0.2,0.261,0.005,-0.045,0.016
2024-08-11,656941,"Schwarber, Kyle",0.256,0,0.333,0.333,-0.256,0.077,0.077
2024-08-11,682829,"De La Cruz, Elly",0.264,0.083,0.19,0.387,-0.181,-0.074,0.123
2024-08-11,668731,"Baddoo, Akil",0.132,0.222,0.133,0.174,0.09,0.001,0.042
2024-08-11,624424,"Conforto, Michael",0.237,0.111,0.235,0.304,-0.126,-0.002,0.067
2024-08-11,660271,"Ohtani, Shohei",0.299,0.154,0.091,0.138,-0.145,-0.208,-0.161
