"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-25,595777,"Profar, Jurickson",0.285,0.273,0.278,0.24,-0.012,-0.00699999999999995,-0.045
2024-09-25,593871,"Polanco, Jorge",0.211,0.5,0.476,0.393,0.289,0.265,0.182
2024-09-25,571970,"Muncy, Max",0.228,0.111,0.267,0.318,-0.117,0.039,0.09
2024-09-25,656305,"Chapman, Matt",0.246,0.167,0.211,0.192,-0.079,-0.035,-0.054
2024-09-25,668804,"Reynolds, Bryan",0.275,0.083,0.105,0.148,-0.192,-0.17,-0.127
2024-09-25,457759,"Turner, Justin",0.259,0.273,0.316,0.28,0.014,0.057,0.021
2024-09-25,518792,"Heyward, Jason",0.203,0.2,0.154,0.176,-0.003,-0.049,-0.027
2024-09-25,668227,"Arozarena, Randy",0.222,0.231,0.25,0.24,0.00900000000000001,0.028,0.018
2024-09-25,641355,"Bellinger, Cody",0.27,0.333,0.2,0.222,0.063,-0.07,-0.048
2024-09-25,665487,"Tatis Jr., Fernando",0.282,0.273,0.286,0.3,-0.00899999999999995,0.004,0.018
2024-09-25,686765,"Sogard, Nick",0.284,0.333,0.4,0.421,0.049,0.116,0.137
2024-09-25,606192,"Hernández, Teoscar",0.271,0.4,0.333,0.308,0.129,0.062,0.037
2024-09-25,664774,"Wade Jr., LaMonte",0.262,0.1,0.167,0.222,-0.162,-0.095,-0.04
2024-09-25,669224,"Wells, Austin",0.235,0.077,0.053,0.074,-0.158,-0.182,-0.161
2024-09-25,686217,"Frelick, Sal",0.259,0.364,0.353,0.273,0.105,0.094,0.014
2024-09-25,670623,"Paredes, Isaac",0.239,0.462,0.316,0.231,0.223,0.077,-0.00799999999999998
2024-09-25,605170,"Caratini, Victor",0.272,0.2,0.263,0.269,-0.072,-0.00900000000000001,-0.003
2024-09-25,663728,"Raleigh, Cal",0.216,0.357,0.364,0.29,0.141,0.148,0.074
2024-09-25,663837,"Vierling, Matt",0.261,0.125,0.133,0.15,-0.136,-0.128,-0.111
2024-09-25,572138,"Singleton, Jon",0.239,0.125,0.2,0.19,-0.114,-0.039,-0.049
2024-09-25,650333,"Arraez, Luis",0.312,0.111,0.105,0.143,-0.201,-0.207,-0.169
2024-09-25,669127,"Langeliers, Shea",0.224,0.2,0.312,0.333,-0.024,0.088,0.109
2024-09-25,592663,"Realmuto, J.T.",0.268,0.273,0.316,0.269,0.005,0.048,0.001
