"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-05,668885,"Martin, Austin",0.251,0.4,0.25,0.143,0.149,-0.001,-0.108
2024-09-05,650489,"Castro, Willi",0.249,0,0.059,0.091,-0.249,-0.19,-0.158
2024-09-05,668715,"Steer, Spencer",0.236,0.154,0.192,0.176,-0.082,-0.044,-0.06
2024-09-05,670770,"Friedl, TJ",0.211,0.273,0.19,0.172,0.062,-0.021,-0.039
2024-09-05,677588,"Tena, José",0.288,0.143,0.238,0.241,-0.145,-0.05,-0.047
2024-09-05,689172,"Wisely, Brett",0.239,0,0.071,0.1,-0.239,-0.168,-0.139
2024-09-05,680777,"Jeffers, Ryan",0.238,0.25,0.235,0.269,0.012,-0.003,0.031
2024-09-05,665750,"Taveras, Leody",0.225,0.222,0.294,0.2,-0.003,0.069,-0.025
2024-09-05,671739,"Harris II, Michael",0.249,0.333,0.286,0.276,0.084,0.037,0.027
2024-09-05,677594,"Rodríguez, Julio",0.261,0.2,0.227,0.321,-0.061,-0.034,0.06
2024-09-05,663898,"Rodgers, Brendan",0.274,0.167,0.2,0.31,-0.107,-0.074,0.036
2024-09-05,650490,"Díaz, Yandy",0.279,0.308,0.412,0.36,0.029,0.133,0.081
2024-09-05,641680,"Heim, Jonah",0.22,0,0.059,0.087,-0.22,-0.161,-0.133
2024-09-05,607680,"Pillar, Kevin",0.243,0,0,0.043,-0.243,-0.243,-0.2
2024-09-05,669016,"Marsh, Brandon",0.253,0.625,0.429,0.381,0.372,0.176,0.128
2024-09-05,645302,"Robles, Victor",0.285,0.556,0.438,0.435,0.271,0.153,0.15
2024-09-05,665953,"Chaparro, Andrés",0.233,0.154,0.15,0.167,-0.079,-0.083,-0.066
2024-09-05,642350,"Siri, Jose",0.189,0,0.062,0.087,-0.189,-0.127,-0.102
2024-09-05,687529,"McCray, Grant",0.224,0.111,0.067,0.091,-0.113,-0.157,-0.133
2024-09-05,663886,"Stephenson, Tyler",0.268,0.417,0.312,0.36,0.149,0.044,0.092
2024-09-05,663897,"Williams, Luke",0.156,0,0.091,0.222,-0.156,-0.065,0.066
2024-09-05,680869,"Gelof, Zack",0.205,0.222,0.294,0.208,0.017,0.089,0.003
2024-09-05,592663,"Realmuto, J.T.",0.263,0.364,0.222,0.231,0.101,-0.041,-0.032
2024-09-05,656582,"Joe, Connor",0.236,0.25,0.154,0.25,0.014,-0.082,0.014
2024-09-05,570482,"Urshela, Gio",0.249,0.222,0.267,0.25,-0.027,0.018,0.001
2024-09-05,666397,"Julien, Edouard",0.221,0.333,0.3,0.267,0.112,0.079,0.046
