"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-08-29,669720,"Hays, Austin",0.255,0.333,0.235,0.227,0.078,-0.02,-0.028
2024-08-29,606115,"Arcia, Orlando",0.225,0.2,0.235,0.25,-0.025,0.00999999999999998,0.025
2024-08-29,680977,"Donovan, Brendan",0.263,0.167,0.263,0.231,-0.096,0,-0.032
2024-08-29,669016,"Marsh, Brandon",0.246,0.273,0.353,0.346,0.027,0.107,0.1
2024-08-29,665161,"Peña, Jeremy",0.27,0.083,0.1,0.179,-0.187,-0.17,-0.091
2024-08-29,592663,"Realmuto, J.T.",0.265,0.333,0.429,0.385,0.068,0.164,0.12
2024-08-29,671739,"Harris II, Michael",0.247,0.231,0.2,0.208,-0.016,-0.047,-0.039
2024-08-29,663609,"Baker, Luken",0.133,0.111,0.083,0.071,-0.022,-0.05,-0.062
2024-08-29,666969,"García, Adolis",0.224,0.083,0.158,0.16,-0.141,-0.066,-0.064
2024-08-29,669004,"Melendez, MJ",0.211,0.1,0.318,0.296,-0.111,0.107,0.085
2024-08-29,657757,"Sheets, Gavin",0.241,0.25,0.211,0.296,0.00900000000000001,-0.03,0.055
2024-08-29,592325,"Gamel, Ben",0.306,0.364,0.333,0.348,0.058,0.027,0.042
2024-08-29,543807,"Springer, George",0.218,0,0.167,0.115,-0.218,-0.051,-0.103
2024-08-29,578428,"Iglesias, Jose",0.324,0.1,0.167,0.167,-0.224,-0.157,-0.157
2024-08-29,657656,"Laureano, Ramón",0.25,0.462,0.286,0.393,0.212,0.036,0.143
2024-08-29,669701,"Smith, Josh",0.268,0.333,0.294,0.25,0.065,0.026,-0.018
2024-08-29,571448,"Arenado, Nolan",0.268,0.2,0.211,0.222,-0.068,-0.057,-0.046
2024-08-29,518595,"d'Arnaud, Travis",0.249,0.154,0.2,0.214,-0.095,-0.049,-0.035
2024-08-29,681082,"Stott, Bryson",0.242,0,0.2,0.364,-0.242,-0.042,0.122
2024-08-29,668930,"Turang, Brice",0.255,0.2,0.211,0.185,-0.055,-0.044,-0.07
2024-08-29,666464,"Encarnacion, Jerar",0.226,0,0.214,0.158,-0.226,-0.012,-0.068
2024-08-29,661531,"Serven, Brian",0.178,0.3,0.235,0.238,0.122,0.057,0.06
2024-08-29,502110,"Martinez, J.D.",0.253,0.333,0.3,0.222,0.08,0.047,-0.031
2024-08-29,676475,"Burleson, Alec",0.277,0.333,0.389,0.28,0.056,0.112,0.003
2024-08-29,630105,"Cronenworth, Jake",0.243,0.273,0.211,0.179,0.03,-0.032,-0.064
2024-08-29,673237,"Diaz, Yainer",0.299,0.154,0.182,0.2,-0.145,-0.117,-0.099
2024-08-29,657557,"DeJong, Paul",0.235,0.2,0.222,0.273,-0.035,-0.013,0.038
2024-08-29,608369,"Seager, Corey",0.279,0.462,0.381,0.31,0.183,0.102,0.031
2024-08-29,677870,"Jiménez, Leo",0.225,0.2,0.176,0.24,-0.025,-0.049,0.015
2024-08-29,694384,"Schanuel, Nolan",0.251,0.182,0.263,0.292,-0.069,0.012,0.041
2024-08-29,521692,"Perez, Salvador",0.28,0.154,0.375,0.355,-0.126,0.095,0.075
2024-08-29,672275,"Bailey, Patrick",0.232,0,0.111,0.077,-0.232,-0.121,-0.155
2024-08-29,683734,"Vaughn, Andrew",0.244,0.083,0.263,0.269,-0.161,0.019,0.025
2024-08-29,621028,"Newman, Kevin",0.275,0.143,0.077,0.182,-0.132,-0.198,-0.093
2024-08-29,595777,"Profar, Jurickson",0.285,0,0.111,0.148,-0.285,-0.174,-0.137
2024-08-29,608385,"Winker, Jesse",0.265,0.286,0.222,0.333,0.021,-0.043,0.068
2024-08-29,606192,"Hernández, Teoscar",0.266,0.273,0.222,0.28,0.00700000000000001,-0.044,0.014
2024-08-29,668939,"Rutschman, Adley",0.262,0.167,0.211,0.231,-0.095,-0.051,-0.031
2024-08-29,543760,"Semien, Marcus",0.241,0.083,0.143,0.107,-0.158,-0.098,-0.134
2024-08-29,663368,"Perkins, Blake",0.259,0.333,0.25,0.25,0.074,-0.00900000000000001,-0.00900000000000001
2024-08-29,592206,"Castellanos, Nick",0.253,0.273,0.25,0.321,0.02,-0.003,0.068
2024-08-29,686469,"Pasquantino, Vinnie",0.26,0.286,0.185,0.222,0.026,-0.075,-0.038
2024-08-29,656305,"Chapman, Matt",0.245,0.364,0.278,0.192,0.119,0.033,-0.053
2024-08-29,621566,"Olson, Matt",0.234,0.417,0.429,0.357,0.183,0.195,0.123
2024-08-29,694376,"Whitcomb, Shay",0.25,0,0.222,0.2,-0.25,-0.028,-0.05
2024-08-29,624413,"Alonso, Pete",0.245,0.167,0.2,0.25,-0.078,-0.045,0.005
2024-08-29,643217,"Benintendi, Andrew",0.217,0.444,0.333,0.227,0.227,0.116,0.01
2024-08-29,682998,"Carroll, Corbin",0.226,0.333,0.316,0.286,0.107,0.09,0.06
2024-08-29,542303,"Ozuna, Marcell",0.308,0.364,0.333,0.308,0.056,0.025,0
2024-08-29,691026,"Winn, Masyn",0.288,0.462,0.429,0.429,0.174,0.141,0.141
2024-08-29,624641,"Sosa, Edmundo",0.272,0,0,0.231,-0.272,-0.272,-0.041
2024-08-29,681297,"Cowser, Colton",0.245,0.25,0.211,0.231,0.005,-0.034,-0.014
2024-08-29,694388,"Loperfido, Joey",0.225,0.1,0.053,0.185,-0.125,-0.172,-0.04
2024-08-29,624424,"Conforto, Michael",0.231,0.182,0.111,0.125,-0.049,-0.12,-0.106
2024-08-29,687401,"Ortiz, Joey",0.243,0.111,0.067,0.136,-0.132,-0.176,-0.107
2024-08-29,671218,"Ramos, Heliot",0.281,0.182,0.211,0.286,-0.099,-0.07,0.00499999999999995
2024-08-29,605141,"Betts, Mookie",0.294,0.364,0.333,0.259,0.07,0.039,-0.035
2024-08-29,687263,"Neto, Zach",0.254,0.167,0.15,0.143,-0.087,-0.104,-0.111
