"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-20,640902,"Pereda, Jhonny",0.241,0.143,0.333,0.263,-0.098,0.092,0.022
2024-09-20,641933,"O'Neill, Tyler",0.245,0,0.053,0.038,-0.245,-0.192,-0.207
2024-09-20,665052,"Conine, Griffin",0.233,0.25,0.167,0.133,0.017,-0.066,-0.1
2024-09-20,646240,"Devers, Rafael",0.273,0.091,0.111,0.174,-0.182,-0.162,-0.099
2024-09-20,667670,"Rooker, Brent",0.302,0.3,0.316,0.357,-0.002,0.014,0.055
2024-09-20,624413,"Alonso, Pete",0.242,0.167,0.286,0.286,-0.075,0.044,0.044
2024-09-20,666139,"Lowe, Josh",0.244,0.3,0.294,0.25,0.056,0.05,0.00600000000000001
2024-09-20,642715,"Adames, Willy",0.249,0.111,0.105,0.192,-0.138,-0.144,-0.057
2024-09-20,672275,"Bailey, Patrick",0.236,0.167,0.176,0.227,-0.069,-0.06,-0.00899999999999998
2024-09-20,672640,"Lopez, Otto",0.265,0.364,0.368,0.385,0.099,0.103,0.12
2024-09-20,671732,"Butler, Lawrence",0.268,0.231,0.263,0.259,-0.037,-0.005,-0.00900000000000001
2024-09-20,680776,"Duran, Jarren",0.287,0.273,0.2,0.286,-0.014,-0.087,-0.001
2024-09-20,668901,"Vientos, Mark",0.273,0.4,0.222,0.222,0.127,-0.051,-0.051
2024-09-20,671218,"Ramos, Heliot",0.27,0.5,0.353,0.32,0.23,0.083,0.05
2024-09-20,669003,"Mitchell, Garrett",0.25,0.182,0.235,0.273,-0.068,-0.015,0.023
2024-09-20,678882,"Rafaela, Ceddanne",0.246,0.1,0.118,0.12,-0.146,-0.128,-0.126
2024-09-20,676356,"DeLuca, Jonny",0.215,0.222,0.176,0.19,0.00700000000000001,-0.039,-0.025
2024-09-20,661388,"Contreras, William",0.289,0.455,0.412,0.391,0.166,0.123,0.102
2024-09-20,683734,"Vaughn, Andrew",0.251,0.231,0.286,0.267,-0.02,0.035,0.016
2024-09-20,681146,"Bride, Jonah",0.254,0.1,0.211,0.222,-0.154,-0.043,-0.032
2024-09-20,677594,"Rodríguez, Julio",0.272,0.286,0.348,0.438,0.014,0.076,0.166
2024-09-20,680474,"Schuemann, Max",0.219,0.1,0.158,0.2,-0.119,-0.061,-0.019
2024-09-20,700242,"Sweeney, Trey",0.238,0.364,0.333,0.263,0.126,0.095,0.025
2024-09-20,624424,"Conforto, Michael",0.233,0.417,0.353,0.24,0.184,0.12,0.00699999999999998
2024-09-20,669065,"Stowers, Kyle",0.223,0.444,0.467,0.368,0.221,0.244,0.145
2024-09-20,516782,"Marte, Starling",0.275,0.364,0.467,0.333,0.089,0.192,0.058
2024-09-20,665839,"Valdez, Enmanuel",0.215,0,0,0.071,-0.215,-0.215,-0.144
2024-09-20,657656,"Laureano, Ramón",0.262,0.385,0.381,0.31,0.123,0.119,0.048
2024-09-20,656716,"McKinstry, Zach",0.22,0,0.143,0.111,-0.22,-0.077,-0.109
2024-09-20,669394,"Burger, Jake",0.243,0.333,0.294,0.24,0.09,0.051,-0.003
2024-09-20,666018,"Aranda, Jonathan",0.235,0.182,0.278,0.261,-0.053,0.043,0.026
2024-09-20,643217,"Benintendi, Andrew",0.228,0.154,0.25,0.31,-0.074,0.022,0.082
2024-09-20,592192,"Canha, Mark",0.241,0.286,0.333,0.25,0.045,0.092,0.00900000000000001
2024-09-20,694192,"Chourio, Jackson",0.273,0.231,0.19,0.273,-0.042,-0.083,0
2024-09-20,500743,"Rojas, Miguel",0.293,0.222,0.333,0.381,-0.071,0.04,0.088
2024-09-20,676572,"Wagaman, Eric",0.282,0.267,0.348,0.355,-0.015,0.066,0.073
2024-09-20,679529,"Torkelson, Spencer",0.22,0,0.188,0.261,-0.22,-0.032,0.041
2024-09-20,645302,"Robles, Victor",0.311,0.625,0.471,0.5,0.314,0.16,0.189
