"","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
"89",678554,"Mead, Curtis",0.245,0.111,0.308,0.278,-0.134,0.063,0.033
"90",663586,"Riley, Austin",0.265,0.545,0.389,0.333,0.28,0.124,0.068
"91",663457,"Nootbaar, Lars",0.229,0.125,0.091,0.125,-0.104,-0.138,-0.104
"92",592518,"Machado, Manny",0.273,0.286,0.35,0.379,0.013,0.077,0.106
"93",681297,"Cowser, Colton",0.245,0.182,0.211,0.28,-0.063,-0.034,0.035
"94",657041,"Thomas, Lane",0.241,0.118,0.08,0.152,-0.123,-0.161,-0.089
"95",641857,"McMahon, Ryan",0.25,0,0,0.045,-0.25,-0.25,-0.205
"96",571448,"Arenado, Nolan",0.267,0.333,0.35,0.333,0.066,0.083,0.066
"97",668670,"Rogers, Jake",0.192,0.091,0.067,0.087,-0.101,-0.125,-0.105
"98",682829,"De La Cruz, Elly",0.265,0.571,0.381,0.31,0.306,0.116,0.045
"99",645305,"Sánchez, Ali",0.173,0.143,0.167,0.118,-0.03,-0.00599999999999998,-0.055
"100",663853,"Gonzalez, Romy",0.284,0.25,0.364,0.353,-0.034,0.08,0.069
"101",656941,"Schwarber, Kyle",0.26,0.538,0.524,0.448,0.278,0.264,0.188
"102",518934,"LeMahieu, DJ",0.192,0.417,0.333,0.312,0.225,0.141,0.12
"103",676609,"Caballero, José",0.232,0.25,0.125,0.167,0.018,-0.107,-0.065
"104",647304,"Naylor, Josh",0.246,0.133,0.261,0.3,-0.113,0.015,0.054
"105",666158,"Lux, Gavin",0.247,0.429,0.357,0.35,0.182,0.11,0.103
"106",668804,"Reynolds, Bryan",0.293,0.308,0.35,0.286,0.015,0.057,-0.00700000000000001
"107",665828,"Cabrera, Oswaldo",0.245,0.2,0.263,0.259,-0.045,0.018,0.014
"108",689172,"Wisely, Brett",0.251,0,0,0.125,-0.251,-0.251,-0.126
"109",682998,"Carroll, Corbin",0.216,0.286,0.217,0.233,0.07,0.001,0.017
"110",609280,"Andujar, Miguel",0.296,0.182,0.263,0.37,-0.114,-0.033,0.074
"111",593428,"Bogaerts, Xander",0.272,0.357,0.333,0.31,0.085,0.061,0.038
"112",642350,"Siri, Jose",0.206,0.364,0.333,0.25,0.158,0.127,0.044
"113",624585,"Soler, Jorge",0.236,0.3,0.222,0.167,0.064,-0.014,-0.069
"114",608070,"Ramírez, José",0.282,0.438,0.348,0.367,0.156,0.066,0.085
"115",663697,"India, Jonathan",0.258,0.214,0.25,0.185,-0.044,-0.00800000000000001,-0.073
"116",680977,"Donovan, Brendan",0.261,0.091,0.278,0.28,-0.17,0.017,0.019
"117",543807,"Springer, George",0.224,0.1,0.111,0.16,-0.124,-0.113,-0.064
"118",656555,"Hoskins, Rhys",0.23,0.429,0.348,0.323,0.199,0.118,0.093
"119",686668,"Doyle, Brenton",0.264,0.182,0.158,0.143,-0.082,-0.106,-0.121
"120",642020,"Robinson, Chuckie",0.167,0.143,0.154,0.167,-0.024,-0.013,0
"121",683011,"Volpe, Anthony",0.259,0.235,0.32,0.353,-0.024,0.061,0.094
"122",669743,"Call, Alex",0.395,0.308,0.444,0.409,-0.087,0.049,0.014
"123",669701,"Smith, Josh",0.272,0.077,0.182,0.167,-0.195,-0.09,-0.105
"124",691723,"Mayo, Coby",0,0,0,0,0,0,0
"125",663728,"Raleigh, Cal",0.213,0.222,0.143,0.13,0.00900000000000001,-0.07,-0.083
"126",645444,"Herrera, Jose",0.216,0,0.083,0.067,-0.216,-0.133,-0.149
"127",571771,"Hernández, Enrique",0.21,0.1,0.333,0.292,-0.11,0.123,0.082
"128",665506,"Pache, Cristian",0.216,0.2,0.273,0.263,-0.016,0.057,0.047
"129",700250,"Rice, Ben",0.197,0,0.2,0.238,-0.197,0.003,0.041
"130",666185,"Carlson, Dylan",0.206,0.375,0.25,0.167,0.169,0.044,-0.039
"131",679032,"Rojas, Johan",0.244,0.375,0.4,0.357,0.131,0.156,0.113
"132",457705,"McCutchen, Andrew",0.232,0.375,0.4,0.333,0.143,0.168,0.101
"133",686797,"Lee, Brooks",0.253,0.364,0.294,0.261,0.111,0.041,0.00800000000000001
"134",595879,"Báez, Javier",0.179,0.222,0.188,0.182,0.043,0.00900000000000001,0.003
"135",608701,"Refsnyder, Rob",0.3,0,0.235,0.217,-0.3,-0.065,-0.083
"136",678662,"Tovar, Ezequiel",0.281,0.182,0.15,0.138,-0.099,-0.131,-0.143
"137",543685,"Rendon, Anthony",0.237,0.273,0.211,0.207,0.036,-0.026,-0.03
"138",669289,"Espinal, Santiago",0.244,0.3,0.5,0.458,0.056,0.256,0.214
"139",518692,"Freeman, Freddie",0.291,0.333,0.316,0.24,0.042,0.025,-0.051
"140",575929,"Contreras, Willson",0.257,0.2,0.25,0.16,-0.057,-0.00700000000000001,-0.097
"141",641680,"Heim, Jonah",0.233,0.222,0.25,0.261,-0.011,0.017,0.028
"142",593160,"Merrifield, Whit",0.201,0.2,0.267,0.238,-0.001,0.066,0.037
"143",595777,"Profar, Jurickson",0.301,0.364,0.222,0.28,0.063,-0.079,-0.021
"144",621028,"Newman, Kevin",0.277,0.143,0.333,0.286,-0.134,0.056,0.00899999999999995
"145",668885,"Martin, Austin",0.229,0,0.2,0.19,-0.229,-0.029,-0.039
"146",670032,"Lopez, Nicky",0.239,0.222,0.25,0.25,-0.017,0.011,0.011
"147",453568,"Blackmon, Charlie",0.252,0.1,0.111,0.192,-0.152,-0.141,-0.06
"148",664728,"Isbel, Kyle",0.217,0,0,0,-0.217,-0.217,-0.217
"149",666464,"Encarnacion, Jerar",0.333,0.417,0.412,0.333,0.084,0.079,0
"150",671732,"Butler, Lawrence",0.241,0.111,0.118,0.083,-0.13,-0.123,-0.158
"151",680776,"Duran, Jarren",0.292,0.143,0.261,0.312,-0.149,-0.031,0.02
"152",573262,"Yastrzemski, Mike",0.249,0.333,0.278,0.24,0.084,0.029,-0.00900000000000001
"153",676475,"Burleson, Alec",0.276,0.273,0.211,0.185,-0.003,-0.065,-0.091
"154",682928,"Abrams, CJ",0.252,0.214,0.182,0.188,-0.038,-0.07,-0.064
"155",694192,"Chourio, Jackson",0.269,0.467,0.4,0.364,0.198,0.131,0.095
"156",661531,"Serven, Brian",0.148,0.273,0.188,0.182,0.125,0.04,0.034
"157",668227,"Arozarena, Randy",0.22,0.2,0.278,0.24,-0.02,0.058,0.02
"158",672284,"Kelenic, Jarred",0.234,0.2,0.188,0.174,-0.034,-0.046,-0.06
"159",657757,"Sheets, Gavin",0.216,0.286,0.143,0.143,0.07,-0.073,-0.073
"160",656896,"Rivera, Emmanuel",0.22,0.4,0.353,0.269,0.18,0.133,0.049
"161",606192,"Hernández, Teoscar",0.271,0.308,0.381,0.357,0.037,0.11,0.086
"162",669003,"Mitchell, Garrett",0.278,0.182,0.286,0.294,-0.096,0.00799999999999995,0.016
"163",681082,"Stott, Bryson",0.24,0.167,0.095,0.185,-0.073,-0.145,-0.055
"164",682657,"Martínez, Angel",0.236,0.222,0.25,0.208,-0.014,0.014,-0.028
"165",572191,"Taylor, Michael A.",0.199,0.091,0.105,0.174,-0.108,-0.094,-0.025
"166",683021,"Stefanic, Michael",0.304,0.556,0.533,0.4,0.252,0.229,0.096
"167",543257,"Grossman, Robbie",0.231,0,0.125,0.154,-0.231,-0.106,-0.077
"168",641779,"Leblanc, Charles",0.167,0.167,0.167,0.167,0,0,0
"169",665862,"Chisholm Jr., Jazz",0.248,0.2,0.174,0.273,-0.048,-0.074,0.025
"170",666139,"Lowe, Josh",0.237,0.2,0.375,0.417,-0.037,0.138,0.18
"171",691026,"Winn, Masyn",0.282,0.4,0.263,0.31,0.118,-0.019,0.028
"172",672580,"Garcia, Maikel",0.236,0.231,0.211,0.207,-0.00499999999999998,-0.025,-0.029
"173",666149,"Fitzgerald, Tyler",0.313,0.333,0.3,0.321,0.02,-0.013,0.00800000000000001
"174",596146,"Kepler, Max",0.262,0.2,0.222,0.227,-0.062,-0.04,-0.035
"175",656716,"McKinstry, Zach",0.189,0.333,0.312,0.238,0.144,0.123,0.049
"176",663757,"Grisham, Trent",0.191,0.25,0.238,0.24,0.059,0.047,0.049
"177",666023,"Fermin, Freddy",0.298,0.167,0.2,0.345,-0.131,-0.098,0.047
"178",660271,"Ohtani, Shohei",0.303,0.167,0.19,0.172,-0.136,-0.113,-0.131
"179",669707,"Triolo, Jared",0.198,0,0.143,0.2,-0.198,-0.055,0.002
"180",656537,"Hill, Derek",0.254,0.25,0.286,0.25,-0.004,0.032,-0.004
"181",641584,"Fraley, Jake",0.284,0.385,0.353,0.364,0.101,0.069,0.08
"182",680728,"Del Castillo, Adrian",0.333,0.333,0.333,0.333,0,0,0
"183",687231,"Hernaiz, Darell",0.173,0.111,0.077,0.217,-0.062,-0.096,0.044
"184",677870,"Jiménez, Leo",0.239,0.364,0.286,0.222,0.125,0.047,-0.017
"185",702616,"Holliday, Jackson",0.19,0.4,0.471,0.375,0.21,0.281,0.185
"186",672820,"Sosa, Lenyn",0.229,0.167,0.15,0.148,-0.062,-0.079,-0.081
"187",595909,"Cave, Jake",0.247,0.25,0.25,0.214,0.003,0.003,-0.033
"188",678009,"Meadows, Parker",0.173,0.429,0.429,0.385,0.256,0.256,0.212
"189",669004,"Melendez, MJ",0.192,0.4,0.231,0.227,0.208,0.039,0.035
"190",645302,"Robles, Victor",0.291,0.2,0.222,0.231,-0.091,-0.069,-0.06
"191",680869,"Gelof, Zack",0.196,0.444,0.25,0.273,0.248,0.054,0.077
"192",672695,"Perdomo, Geraldo",0.275,0.182,0.333,0.4,-0.093,0.058,0.125
"193",655316,"Monasterio, Andruw",0.202,0.5,0.25,0.182,0.298,0.048,-0.02
"194",669221,"Murphy, Sean",0.216,0.125,0.25,0.227,-0.091,0.034,0.011
"195",519317,"Stanton, Giancarlo",0.242,0.154,0.222,0.208,-0.088,-0.02,-0.034
"196",682622,"Marte, Noelvi",0.184,0.286,0.211,0.182,0.102,0.027,-0.002
"197",687363,"Scott II, Victor",0.088,0.1,0.071,0.045,0.012,-0.017,-0.043
"198",650333,"Arraez, Luis",0.302,0.143,0.15,0.207,-0.159,-0.152,-0.095
"199",702358,"Lipscomb, Trey",0.207,0,0.071,0.091,-0.207,-0.136,-0.116
"200",650391,"Jiménez, Eloy",0.257,0.5,0.5,0.458,0.243,0.243,0.201
"201",514888,"Altuve, Jose",0.305,0.333,0.278,0.192,0.028,-0.027,-0.113
"202",662139,"Varsho, Daulton",0.203,0.273,0.278,0.25,0.07,0.075,0.047
"203",545341,"Grichuk, Randal",0.275,0.333,0.294,0.227,0.058,0.019,-0.048
"204",678225,"Bae, Ji Hwan",0.186,0.2,0.154,0.158,0.014,-0.032,-0.028
"205",592206,"Castellanos, Nick",0.248,0.545,0.316,0.346,0.297,0.068,0.098
"206",595281,"Kiermaier, Kevin",0.188,0,0.154,0.158,-0.188,-0.034,-0.03
"207",666969,"García, Adolis",0.209,0.2,0.176,0.167,-0.00899999999999998,-0.033,-0.042
"208",660844,"Rivas, Leo",0.2,0,0.2,0.167,-0.2,0,-0.033
"209",696285,"Young, Jacob",0.252,0.3,0.25,0.238,0.048,-0.002,-0.014
"210",669137,"Alvarez, Armando",0.269,0.091,0.167,0.28,-0.178,-0.102,0.011
"211",642180,"Wade, Tyler",0.219,0.25,0.273,0.267,0.031,0.054,0.048
"212",680757,"Kwan, Steven",0.332,0.385,0.316,0.286,0.053,-0.016,-0.046
"213",467793,"Santana, Carlos",0.244,0.273,0.176,0.25,0.029,-0.068,0.00600000000000001
"214",663624,"Mountcastle, Ryan",0.271,0.333,0.222,0.192,0.062,-0.049,-0.079
"215",676914,"Schneider, Davis",0.211,0.1,0.111,0.143,-0.111,-0.1,-0.068
"216",663647,"Hayes, Ke'Bryan",0.239,0.273,0.3,0.259,0.034,0.061,0.02
"217",647351,"Toro, Abraham",0.25,0.2,0.167,0.208,-0.05,-0.083,-0.042
"218",669369,"Johnson, Bryce",0.196,0.333,0.5,0.333,0.137,0.304,0.137
"219",677950,"Thomas, Alek",0.202,0.167,0.2,0.235,-0.035,-0.002,0.033
"220",592663,"Realmuto, J.T.",0.246,0.091,0.105,0.214,-0.155,-0.141,-0.032
"221",643217,"Benintendi, Andrew",0.212,0.364,0.3,0.346,0.152,0.088,0.134
"222",607043,"Nimmo, Brandon",0.233,0.154,0.15,0.214,-0.079,-0.083,-0.019
"223",681807,"Fry, David",0.277,0.083,0.125,0.125,-0.194,-0.152,-0.152
"224",594807,"Duvall, Adam",0.186,0.125,0.083,0.15,-0.061,-0.103,-0.036
"225",553993,"Suárez, Eugenio",0.23,0.214,0.227,0.344,-0.016,-0.003,0.114
"226",656180,"Adams, Riley",0.236,0.429,0.25,0.294,0.193,0.014,0.058
"227",668832,"McCann, Kyle",0.279,0.091,0.214,0.211,-0.188,-0.065,-0.068
"228",663993,"Lowe, Nathaniel",0.264,0.182,0.158,0.16,-0.082,-0.106,-0.104
"229",643289,"Dubón, Mauricio",0.265,0.222,0.133,0.158,-0.043,-0.132,-0.107
"230",669016,"Marsh, Brandon",0.245,0,0.188,0.19,-0.245,-0.057,-0.055
"231",666310,"Naylor, Bo",0.205,0.273,0.235,0.2,0.068,0.03,-0.00499999999999998
"232",664983,"McCarthy, Jake",0.295,0.4,0.389,0.37,0.105,0.094,0.075
"233",605131,"Barnes, Austin",0.269,0.143,0.182,0.312,-0.126,-0.087,0.043
"234",592450,"Judge, Aaron",0.324,0.545,0.421,0.464,0.221,0.097,0.14
"235",680777,"Jeffers, Ryan",0.227,0,0.133,0.167,-0.227,-0.094,-0.06
"236",683734,"Vaughn, Andrew",0.237,0.25,0.316,0.259,0.013,0.079,0.022
"237",543309,"Higashioka, Kyle",0.234,0.3,0.294,0.346,0.066,0.06,0.112
"238",668939,"Rutschman, Adley",0.265,0.3,0.333,0.273,0.035,0.068,0.00800000000000001
"239",669224,"Wells, Austin",0.25,0.417,0.318,0.333,0.167,0.068,0.083
"240",667670,"Rooker, Brent",0.291,0.333,0.25,0.208,0.042,-0.041,-0.083
"241",596019,"Lindor, Francisco",0.254,0.214,0.273,0.258,-0.04,0.019,0.004
"242",592669,"Renfroe, Hunter",0.236,0,0.19,0.233,-0.236,-0.046,-0.00299999999999997
"243",518792,"Heyward, Jason",0.204,0.25,0.267,0.25,0.046,0.063,0.046
"244",677587,"Rocchio, Brayan",0.208,0.125,0.286,0.263,-0.083,0.078,0.055
"245",701305,"Dezenzo, Zach",0.286,0.286,0.286,0.286,0,0,0
"246",695578,"Wood, James",0.261,0.3,0.353,0.36,0.039,0.092,0.099
"247",521692,"Perez, Salvador",0.281,0.333,0.235,0.308,0.052,-0.046,0.027
"248",671289,"Freeman, Tyler",0.216,0.083,0.176,0.136,-0.133,-0.04,-0.08
"249",670242,"Wallner, Matt",0.272,0.444,0.353,0.364,0.172,0.081,0.092
"250",664761,"Bohm, Alec",0.301,0.357,0.304,0.355,0.056,0.003,0.054
"251",682177,"Schneemann, Daniel",0.23,0.4,0.4,0.294,0.17,0.17,0.064
"252",676694,"Meyers, Jake",0.228,0.167,0.118,0.125,-0.061,-0.11,-0.103
"253",669304,"Miranda, Jose",0.317,0.308,0.3,0.25,-0.00900000000000001,-0.017,-0.067
"254",547180,"Harper, Bryce",0.271,0.214,0.318,0.226,-0.057,0.047,-0.045
"255",656811,"O'Hearn, Ryan",0.269,0.125,0.182,0.111,-0.144,-0.087,-0.158
"256",665926,"Giménez, Andrés",0.257,0.467,0.391,0.355,0.21,0.134,0.098
"257",605170,"Caratini, Victor",0.268,0.4,0.182,0.333,0.132,-0.086,0.065
"258",621438,"Taylor, Tyrone",0.238,0.273,0.25,0.28,0.035,0.012,0.042
"259",683002,"Henderson, Gunnar",0.287,0.25,0.286,0.345,-0.037,-0.001,0.058
"260",595978,"Hedges, Austin",0.151,0,0.1,0.2,-0.151,-0.051,0.049
"261",663616,"Larnach, Trevor",0.245,0.273,0.278,0.238,0.028,0.033,-0.00700000000000001
"262",665161,"Peña, Jeremy",0.268,0.167,0.105,0.148,-0.101,-0.163,-0.12
"263",623993,"Santander, Anthony",0.248,0.231,0.238,0.267,-0.017,-0.01,0.019
"264",686469,"Pasquantino, Vinnie",0.267,0.417,0.4,0.367,0.15,0.133,0.1
"265",500743,"Rojas, Miguel",0.27,0.1,0.125,0.167,-0.17,-0.145,-0.103
"266",650489,"Castro, Willi",0.259,0,0.2,0.214,-0.259,-0.059,-0.045
"267",592325,"Gamel, Ben",0.235,0.333,0.3,0.214,0.098,0.065,-0.021
"268",673237,"Diaz, Yainer",0.301,0.417,0.3,0.37,0.116,-0.001,0.069
"269",682626,"Alvarez, Francisco",0.274,0.556,0.389,0.269,0.282,0.115,-0.005
"270",670541,"Alvarez, Yordan",0.3,0.273,0.389,0.308,-0.027,0.089,0.00800000000000001
"271",670623,"Paredes, Isaac",0.237,0.2,0.176,0.12,-0.037,-0.061,-0.117
"272",678877,"Noel, Jhonkensy",0.25,0.333,0.25,0.316,0.083,0,0.066
"273",663538,"Hoerner, Nico",0.255,0.182,0.25,0.286,-0.073,-0.005,0.031
"274",608324,"Bregman, Alex",0.252,0.333,0.217,0.258,0.081,-0.035,0.00600000000000001
"275",673548,"Suzuki, Seiya",0.273,0.222,0.235,0.308,-0.051,-0.038,0.035
"276",578428,"Iglesias, Jose",0.341,0.333,0.286,0.214,-0.00800000000000001,-0.055,-0.127
"277",643446,"McNeil, Jeff",0.237,0.273,0.333,0.333,0.036,0.096,0.096
"278",669720,"Hays, Austin",0.256,0.444,0.294,0.308,0.188,0.038,0.052
"279",624413,"Alonso, Pete",0.244,0.3,0.25,0.208,0.056,0.00600000000000001,-0.036
"280",683737,"Busch, Michael",0.261,0.3,0.353,0.292,0.039,0.092,0.031
"281",643565,"Tauchman, Mike",0.246,0.273,0.333,0.3,0.027,0.087,0.054
"282",691718,"Crow-Armstrong, Pete",0.206,0.273,0.333,0.304,0.067,0.127,0.098
"283",608385,"Winker, Jesse",0.263,0.4,0.294,0.3,0.137,0.031,0.037
"284",621020,"Swanson, Dansby",0.23,0.455,0.353,0.391,0.225,0.123,0.161
"285",664023,"Happ, Ian",0.226,0.167,0.105,0.185,-0.059,-0.121,-0.041
"286",669134,"Campusano, Luis",0.24,0.25,0.375,0.348,0.01,0.135,0.108
"287",542194,"Bethancourt, Christian",0.198,0.4,0.444,0.381,0.202,0.246,0.183
"288",606992,"Haase, Eric",0.333,0,0.111,0.312,-0.333,-0.222,-0.021
"289",666163,"Rortvedt, Ben",0.255,0.1,0.133,0.182,-0.155,-0.122,-0.073
"290",686217,"Frelick, Sal",0.266,0.111,0.25,0.292,-0.155,-0.016,0.026
"291",673490,"Kim, Ha-Seong",0.23,0.143,0.077,0.15,-0.087,-0.153,-0.08
"292",596103,"Slater, Austin",0.205,0.667,0.5,0.333,0.462,0.295,0.128
"293",676356,"DeLuca, Jonny",0.187,0.333,0.214,0.286,0.146,0.027,0.099
"294",444482,"Peralta, David",0.234,0.333,0.154,0.227,0.099,-0.08,-0.00700000000000001
"295",656582,"Joe, Connor",0.24,0.143,0.286,0.263,-0.097,0.046,0.023
"296",681624,"Pages, Andy",0.247,0.5,0.357,0.286,0.253,0.11,0.039
"297",665833,"Cruz, Oneil",0.255,0.111,0.333,0.259,-0.144,0.078,0.004
"298",666152,"Hamilton, David",0.255,0.3,0.294,0.2,0.045,0.039,-0.055
"299",666150,"Fletcher, Dominic",0.182,0,0.2,0.2,-0.182,0.018,0.018
"300",665750,"Taveras, Leody",0.226,0,0.3,0.25,-0.226,0.074,0.024
