"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-08-20,681393,"Norby, Connor",0.225,0.333,0.211,0.231,0.108,-0.014,0.00600000000000001
2024-08-20,624413,"Alonso, Pete",0.244,0.222,0.176,0.292,-0.022,-0.068,0.048
2024-08-20,673962,"Jung, Josh",0.279,0.273,0.263,0.269,-0.00600000000000001,-0.016,-0.01
2024-08-20,607680,"Pillar, Kevin",0.265,0.2,0.25,0.278,-0.065,-0.015,0.013
2024-08-20,672284,"Kelenic, Jarred",0.236,0.2,0.267,0.263,-0.036,0.031,0.027
2024-08-20,502110,"Martinez, J.D.",0.256,0.222,0.235,0.24,-0.034,-0.021,-0.016
2024-08-20,663697,"India, Jonathan",0.251,0.231,0.294,0.308,-0.02,0.043,0.057
2024-08-20,572191,"Taylor, Michael A.",0.198,0,0.118,0.12,-0.198,-0.08,-0.078
2024-08-20,694384,"Schanuel, Nolan",0.25,0.3,0.389,0.32,0.05,0.139,0.07
2024-08-20,677588,"Tena, José",0.333,0.455,0.375,0.381,0.122,0.042,0.048
2024-08-20,686676,"Lee, Korey",0.22,0.182,0.176,0.28,-0.038,-0.044,0.06
2024-08-20,663993,"Lowe, Nathaniel",0.251,0.111,0.125,0.12,-0.14,-0.126,-0.131
2024-08-20,672012,"Black, Tyler",0.196,0.167,0.083,0.133,-0.029,-0.113,-0.063
2024-08-20,690993,"Keith, Colt",0.257,0.5,0.316,0.357,0.243,0.059,0.1
2024-08-20,686469,"Pasquantino, Vinnie",0.265,0.444,0.474,0.37,0.179,0.209,0.105
2024-08-20,656537,"Hill, Derek",0.248,0.273,0.211,0.222,0.025,-0.037,-0.026
2024-08-20,656180,"Adams, Riley",0.224,0.1,0.154,0.235,-0.124,-0.07,0.011
2024-08-20,642350,"Siri, Jose",0.195,0.125,0.071,0.056,-0.07,-0.124,-0.139
2024-08-20,666134,"Jones, Nolan",0.204,0.444,0.429,0.35,0.24,0.225,0.146
2024-08-20,687231,"Hernaiz, Darell",0.192,0.143,0.231,0.2,-0.049,0.039,0.00800000000000001
2024-08-20,669707,"Triolo, Jared",0.203,0.25,0.286,0.222,0.047,0.083,0.019
2024-08-20,666969,"García, Adolis",0.226,0.182,0.158,0.321,-0.044,-0.068,0.095
2024-08-20,542963,"Brantly, Rob",0,0,0,0,0,0,0
2024-08-20,607043,"Nimmo, Brandon",0.23,0.273,0.263,0.192,0.043,0.033,-0.038
2024-08-20,680869,"Gelof, Zack",0.199,0.222,0.188,0.167,0.023,-0.011,-0.032
2024-08-20,657757,"Sheets, Gavin",0.237,0.333,0.286,0.435,0.096,0.049,0.198
2024-08-20,687263,"Neto, Zach",0.263,0.231,0.19,0.241,-0.032,-0.073,-0.022
2024-08-20,669289,"Espinal, Santiago",0.253,0.417,0.312,0.348,0.164,0.059,0.095
2024-08-20,681297,"Cowser, Colton",0.245,0.273,0.2,0.259,0.028,-0.045,0.014
2024-08-20,681481,"Carpenter, Kerry",0.274,0.091,0.111,0.208,-0.183,-0.163,-0.066
2024-08-20,664983,"McCarthy, Jake",0.306,0.182,0.211,0.296,-0.124,-0.095,-0.01
2024-08-20,671277,"García Jr., Luis",0.294,0.364,0.368,0.32,0.07,0.074,0.026
2024-08-20,547180,"Harper, Bryce",0.274,0,0.211,0.2,-0.274,-0.063,-0.074
2024-08-20,669221,"Murphy, Sean",0.223,0.111,0.188,0.217,-0.112,-0.035,-0.00600000000000001
2024-08-20,677951,"Witt Jr., Bobby",0.35,0.385,0.429,0.429,0.035,0.079,0.079
2024-08-20,571448,"Arenado, Nolan",0.267,0.25,0.211,0.222,-0.017,-0.056,-0.045
2024-08-20,621493,"Ward, Taylor",0.236,0.154,0.273,0.276,-0.082,0.037,0.04
2024-08-20,642715,"Adames, Willy",0.252,0.25,0.267,0.217,-0.002,0.015,-0.035
2024-08-20,668901,"Vientos, Mark",0.28,0.231,0.3,0.321,-0.049,0.02,0.041
2024-08-20,681146,"Bride, Jonah",0.274,0.364,0.263,0.32,0.09,-0.011,0.046
