"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-13,571448,"Arenado, Nolan",0.264,0.182,0.294,0.261,-0.082,0.03,-0.003
2024-09-13,656976,"Smith, Pavin",0.263,0.143,0.333,0.312,-0.12,0.07,0.049
2024-09-13,672761,"Pérez, Wenceel",0.241,0.2,0.154,0.227,-0.041,-0.087,-0.014
2024-09-13,677588,"Tena, José",0.299,0.273,0.316,0.344,-0.026,0.017,0.045
2024-09-13,502671,"Goldschmidt, Paul",0.249,0.333,0.389,0.28,0.084,0.14,0.031
2024-09-13,679529,"Torkelson, Spencer",0.218,0.4,0.294,0.222,0.182,0.076,0.004
2024-09-13,572233,"Walker, Christian",0.256,0.444,0.333,0.292,0.188,0.077,0.036
2024-09-13,665953,"Chaparro, Andrés",0.23,0.083,0.111,0.226,-0.147,-0.119,-0.004
2024-09-13,676475,"Burleson, Alec",0.27,0.3,0.211,0.208,0.03,-0.059,-0.062
2024-09-13,672275,"Bailey, Patrick",0.238,0.556,0.385,0.316,0.318,0.147,0.078
2024-09-13,677951,"Witt Jr., Bobby",0.332,0.2,0.217,0.194,-0.132,-0.115,-0.138
2024-09-13,663698,"Bart, Joey",0.27,0.222,0.25,0.2,-0.048,-0.02,-0.07
2024-09-13,691026,"Winn, Masyn",0.274,0.308,0.25,0.172,0.034,-0.024,-0.102
2024-09-13,656305,"Chapman, Matt",0.249,0.1,0.222,0.269,-0.149,-0.027,0.02
2024-09-13,664770,"Lukes, Nathan",0.333,0.083,0.222,0.25,-0.25,-0.111,-0.083
2024-09-13,457705,"McCutchen, Andrew",0.239,0.3,0.278,0.24,0.061,0.039,0.001
2024-09-13,665804,"Amaya, Miguel",0.23,0.1,0.071,0.048,-0.13,-0.159,-0.182
2024-09-13,695578,"Wood, James",0.273,0.273,0.263,0.25,0,-0.01,-0.023
2024-09-13,592663,"Realmuto, J.T.",0.265,0.375,0.375,0.261,0.11,0.11,-0.004
2024-09-13,690993,"Keith, Colt",0.259,0.111,0.278,0.25,-0.148,0.019,-0.00900000000000001
2024-09-13,672279,"Siani, Michael",0.243,0.182,0.118,0.174,-0.061,-0.125,-0.069
2024-09-13,696100,"Goodman, Hunter",0.192,0.364,0.312,0.292,0.172,0.12,0.1
2024-09-13,592626,"Pederson, Joc",0.281,0.333,0.308,0.25,0.052,0.027,-0.031
2024-09-13,502054,"Pham, Tommy",0.259,0.429,0.286,0.31,0.17,0.027,0.051
2024-09-13,691718,"Crow-Armstrong, Pete",0.241,0.273,0.294,0.261,0.032,0.053,0.02
2024-09-13,571970,"Muncy, Max",0.217,0.2,0.2,0.222,-0.017,-0.017,0.005
2024-09-13,666134,"Jones, Nolan",0.211,0.2,0.176,0.167,-0.011,-0.035,-0.044
2024-09-13,663538,"Hoerner, Nico",0.263,0.364,0.333,0.36,0.101,0.07,0.097
2024-09-13,606466,"Marte, Ketel",0.295,0.333,0.211,0.227,0.038,-0.084,-0.068
2024-09-13,642350,"Siri, Jose",0.188,0.286,0.2,0.158,0.098,0.012,-0.03
2024-09-13,592206,"Castellanos, Nick",0.245,0.111,0.071,0.174,-0.134,-0.174,-0.071
2024-09-13,596142,"Sánchez, Gary",0.23,0.3,0.235,0.167,0.07,0.00499999999999998,-0.063
2024-09-13,669911,"Toglia, Michael",0.221,0.273,0.263,0.28,0.052,0.042,0.059
2024-09-13,682622,"Marte, Noelvi",0.2,0.222,0.214,0.238,0.022,0.014,0.038
2024-09-13,607043,"Nimmo, Brandon",0.227,0.182,0.105,0.148,-0.045,-0.122,-0.079
2024-09-13,673962,"Jung, Josh",0.288,0.273,0.167,0.24,-0.015,-0.121,-0.048
2024-09-13,664774,"Wade Jr., LaMonte",0.267,0.444,0.333,0.304,0.177,0.066,0.037
2024-09-13,686611,"Crews, Dylan",0.246,0.417,0.263,0.276,0.171,0.017,0.03
2024-09-13,665742,"Soto, Juan",0.285,0.167,0.167,0.125,-0.118,-0.118,-0.16
2024-09-13,686780,"Pagés, Pedro",0.25,0.3,0.25,0.292,0.05,0,0.042
2024-09-13,606192,"Hernández, Teoscar",0.27,0.375,0.188,0.364,0.105,-0.082,0.094
2024-09-13,661388,"Contreras, William",0.283,0.125,0.312,0.304,-0.158,0.029,0.021
2024-09-13,665926,"Giménez, Andrés",0.253,0.231,0.217,0.281,-0.022,-0.036,0.028
2024-09-13,665833,"Cruz, Oneil",0.269,0.182,0.261,0.241,-0.087,-0.00800000000000001,-0.028
2024-09-13,682985,"Greene, Riley",0.267,0.364,0.444,0.429,0.097,0.177,0.162
2024-09-13,683737,"Busch, Michael",0.254,0.364,0.421,0.333,0.11,0.167,0.079
2024-09-13,543807,"Springer, George",0.222,0.25,0.286,0.233,0.028,0.064,0.011
2024-09-13,666018,"Aranda, Jonathan",0.229,0.4,0.353,0.28,0.171,0.124,0.051
2024-09-13,682998,"Carroll, Corbin",0.232,0.333,0.238,0.179,0.101,0.00599999999999998,-0.053
