"date","player_id","name","avg","avg_3","avg_5","avg_7","delta_3","delta_5","delta_7"
2024-09-23,670042,"Raley, Luke",0.242,0.182,0.211,0.208,-0.06,-0.031,-0.034
2024-09-23,592192,"Canha, Mark",0.244,0.375,0.357,0.375,0.131,0.113,0.131
2024-09-23,542194,"Bethancourt, Christian",0.215,0.333,0.231,0.158,0.118,0.016,-0.057
2024-09-23,691718,"Crow-Armstrong, Pete",0.241,0,0.133,0.174,-0.241,-0.108,-0.067
2024-09-23,666149,"Fitzgerald, Tyler",0.278,0.091,0.176,0.154,-0.187,-0.102,-0.124
2024-09-23,668227,"Arozarena, Randy",0.223,0.333,0.294,0.2,0.11,0.071,-0.023
2024-09-23,665161,"Peña, Jeremy",0.271,0.364,0.353,0.292,0.093,0.082,0.021
2024-09-23,656305,"Chapman, Matt",0.25,0.364,0.278,0.2,0.114,0.028,-0.05
2024-09-23,572233,"Walker, Christian",0.252,0.111,0.118,0.16,-0.141,-0.134,-0.092
2024-09-23,663538,"Hoerner, Nico",0.272,0.222,0.312,0.435,-0.05,0.04,0.163
2024-09-23,605170,"Caratini, Victor",0.271,0.231,0.25,0.208,-0.04,-0.021,-0.063
2024-09-23,670623,"Paredes, Isaac",0.236,0.222,0.125,0.217,-0.014,-0.111,-0.019
2024-09-23,624424,"Conforto, Michael",0.235,0.231,0.381,0.346,-0.00399999999999998,0.146,0.111
2024-09-23,592626,"Pederson, Joc",0.279,0.286,0.333,0.294,0.00699999999999995,0.054,0.015
2024-09-23,663728,"Raleigh, Cal",0.214,0.385,0.273,0.267,0.171,0.059,0.053
2024-09-23,666464,"Encarnacion, Jerar",0.257,0.222,0.235,0.182,-0.035,-0.022,-0.075
2024-09-23,677800,"Abreu, Wilyer",0.259,0.25,0.19,0.217,-0.00900000000000001,-0.069,-0.042
2024-09-23,641355,"Bellinger, Cody",0.267,0,0.105,0.214,-0.267,-0.162,-0.053
2024-09-23,677594,"Rodríguez, Julio",0.279,0.5,0.462,0.457,0.221,0.183,0.178
2024-09-23,672695,"Perdomo, Geraldo",0.276,0.273,0.312,0.227,-0.003,0.036,-0.049
2024-09-23,572138,"Singleton, Jon",0.24,0.2,0.188,0.292,-0.04,-0.052,0.052
2024-09-23,592206,"Castellanos, Nick",0.252,0.5,0.5,0.4,0.248,0.248,0.148
2024-09-23,671218,"Ramos, Heliot",0.264,0.071,0.222,0.222,-0.193,-0.042,-0.042
2024-09-23,645302,"Robles, Victor",0.312,0.385,0.471,0.423,0.073,0.159,0.111
2024-09-23,641933,"O'Neill, Tyler",0.243,0,0,0.04,-0.243,-0.243,-0.203
2024-09-23,673548,"Suzuki, Seiya",0.281,0.182,0.294,0.346,-0.099,0.013,0.0649999999999999
2024-09-23,682998,"Carroll, Corbin",0.231,0.125,0.062,0.174,-0.106,-0.169,-0.057
2024-09-23,668942,"Rojas, Josh",0.228,0.25,0.182,0.222,0.022,-0.046,-0.00600000000000001
2024-09-23,683737,"Busch, Michael",0.252,0.3,0.188,0.182,0.048,-0.064,-0.07
2024-09-23,673237,"Diaz, Yainer",0.304,0.429,0.455,0.367,0.125,0.151,0.063
2024-09-23,592200,"Casali, Curt",0.19,0.3,0.267,0.25,0.11,0.077,0.06
2024-09-23,664761,"Bohm, Alec",0.289,0.091,0.25,0.222,-0.198,-0.039,-0.067
2024-09-23,671213,"Casas, Triston",0.242,0.214,0.2,0.217,-0.028,-0.042,-0.025
2024-09-23,608324,"Bregman, Alex",0.256,0.273,0.3,0.286,0.017,0.044,0.03
2024-09-23,547180,"Harper, Bryce",0.283,0.182,0.211,0.185,-0.101,-0.072,-0.098
2024-09-23,645444,"Herrera, Jose",0.227,0.25,0.2,0.2,0.023,-0.027,-0.027
2024-09-23,641487,"Crawford, J.P.",0.205,0.273,0.278,0.25,0.068,0.073,0.045
2024-09-23,643565,"Tauchman, Mike",0.249,0.5,0.429,0.444,0.251,0.18,0.195
2024-09-23,687529,"McCray, Grant",0.206,0.1,0.062,0.143,-0.106,-0.144,-0.063
2024-09-23,593871,"Polanco, Jorge",0.202,0.385,0.3,0.259,0.183,0.098,0.057
2024-09-23,596115,"Story, Trevor",0.25,0.273,0.294,0.217,0.023,0.044,-0.033
2024-09-23,607208,"Turner, Trea",0.299,0.231,0.261,0.312,-0.068,-0.038,0.013
2024-09-23,669477,"Schmitt, Casey",0.24,0.455,0.375,0.381,0.215,0.135,0.141
2024-09-23,621028,"Newman, Kevin",0.282,0.143,0.231,0.263,-0.139,-0.051,-0.019
2024-09-23,663656,"Tucker, Kyle",0.281,0.364,0.444,0.44,0.083,0.163,0.159
2024-09-23,676679,"Vazquez, Luis",0,0,0,0,0,0,0
2024-09-23,656941,"Schwarber, Kyle",0.25,0.231,0.217,0.258,-0.019,-0.033,0.00800000000000001
2024-09-23,679032,"Rojas, Johan",0.245,0.167,0.214,0.188,-0.078,-0.031,-0.057
2024-09-23,457759,"Turner, Justin",0.26,0.364,0.294,0.348,0.104,0.034,0.088
2024-09-23,664983,"McCarthy, Jake",0.287,0.273,0.25,0.25,-0.014,-0.037,-0.037
2024-09-23,669016,"Marsh, Brandon",0.255,0.2,0.231,0.286,-0.055,-0.024,0.031
2024-09-23,680776,"Duran, Jarren",0.287,0.353,0.292,0.242,0.066,0.005,-0.045
2024-09-23,514888,"Altuve, Jose",0.297,0.231,0.143,0.2,-0.066,-0.154,-0.097
2024-09-23,553993,"Suárez, Eugenio",0.254,0.25,0.286,0.267,-0.004,0.032,0.013
2024-09-23,678882,"Rafaela, Ceddanne",0.244,0.188,0.143,0.143,-0.056,-0.101,-0.101
2024-09-23,656976,"Smith, Pavin",0.275,0.083,0.143,0.222,-0.192,-0.132,-0.053
2024-09-23,687093,"Grissom, Vaughn",0.146,0.125,0.154,0.167,-0.021,0.00800000000000001,0.021
2024-09-23,676694,"Meyers, Jake",0.219,0.2,0.2,0.158,-0.019,-0.019,-0.061
2024-09-23,518792,"Heyward, Jason",0.205,0.167,0.2,0.167,-0.038,-0.00499999999999998,-0.038
2024-09-23,592663,"Realmuto, J.T.",0.268,0.273,0.316,0.269,0.005,0.048,0.001
2024-09-23,686765,"Sogard, Nick",0.279,0.444,0.462,0.368,0.165,0.183,0.089
2024-09-23,681082,"Stott, Bryson",0.243,0.143,0.214,0.227,-0.1,-0.029,-0.016
2024-09-23,657136,"Wong, Connor",0.281,0.273,0.25,0.292,-0.00800000000000001,-0.031,0.011
2024-09-23,682729,"Clase, Jonatan",0.22,0.333,0.333,0.263,0.113,0.113,0.043
2024-09-23,676391,"Clement, Ernie",0.266,0.444,0.353,0.32,0.178,0.087,0.054
2024-09-23,680718,"Barger, Addison",0.202,0,0,0.067,-0.202,-0.202,-0.135
2024-09-23,672386,"Kirk, Alejandro",0.248,0.25,0.25,0.261,0.002,0.002,0.013
2024-09-23,687462,"Horwitz, Spencer",0.275,0.273,0.263,0.25,-0.002,-0.012,-0.025
2024-09-23,665489,"Guerrero Jr., Vladimir",0.325,0.429,0.455,0.419,0.104,0.13,0.094
2024-09-23,664770,"Lukes, Nathan",0.312,0.231,0.211,0.269,-0.081,-0.101,-0.043
2024-09-23,543807,"Springer, George",0.22,0.077,0.19,0.185,-0.143,-0.03,-0.035
2024-09-23,677870,"Jiménez, Leo",0.228,0.3,0.2,0.143,0.072,-0.028,-0.085
2024-09-23,606466,"Marte, Ketel",0.295,0.429,0.467,0.35,0.134,0.172,0.055
2024-09-23,605137,"Bell, Josh",0.25,0.2,0.455,0.312,-0.05,0.205,0.062
2024-09-23,670156,"Mastrobuoni, Miles",0.196,0,0.1,0.143,-0.196,-0.096,-0.053
2024-09-23,676914,"Schneider, Davis",0.195,0,0.071,0.13,-0.195,-0.124,-0.065
2024-09-23,621550,"Wisdom, Patrick",0.18,0.125,0.083,0.059,-0.055,-0.097,-0.121
2024-09-23,664238,"Moore, Dylan",0.208,0.286,0.3,0.231,0.078,0.092,0.023
2024-09-23,666971,"Gurriel Jr., Lourdes",0.275,0.333,0.312,0.25,0.058,0.037,-0.025
